,sample_idx,Gowal2020Uncovering_28_10_extra_cifar10_autoaugment_trades4_255_adv_conf4_255,Gowal2020Uncovering_28_10_extra_cifar10_autoaugment_trades4_255_is_acc,Gowal2020Uncovering_28_10_extra_cifar10_autoaugment_trades4_255_is_rob4_255,Gowal2020Uncovering_28_10_extra_cifar10_autoaugment_trades4_255_nat_conf,Gowal2020Uncovering_28_10_extra_cifar10_autoaugment_trades4_255_pred
0,0,0.6615511178970337,1,1,0.8823282718658447,3
1,1,0.9664773941040039,1,1,0.9886906147003174,8
2,2,0.7684580683708191,1,1,0.9798163175582886,8
3,3,0.9784612059593201,1,1,0.9887632131576538,0
4,4,0.9268911480903625,1,1,0.9755434989929199,6
5,5,0.9851468205451965,1,1,0.9903627038002014,6
6,6,0.9658421874046326,1,1,0.9828977584838867,1
7,7,0.5664933323860168,1,0,0.5833476185798645,6
8,8,0.6519396901130676,1,1,0.9221663475036621,3
9,9,0.7627681493759155,1,1,0.9705634713172913,1
10,10,0.8365647792816162,1,1,0.9647115468978882,0
11,11,0.9957658052444458,1,1,0.9975919723510742,9
12,12,0.705903947353363,1,0,0.8557285070419312,5
13,13,0.9978591799736023,1,1,0.9984834790229797,7
14,14,0.9946731925010681,1,1,0.99689120054245,9
15,15,0.9935815334320068,1,1,0.9964783787727356,8
16,16,0.8942546248435974,1,1,0.9862593412399292,5
17,17,0.9933249354362488,1,1,0.995623767375946,7
18,18,0.8309069275856018,1,1,0.9788894653320312,8
19,19,0.996397078037262,1,1,0.997552216053009,6
20,20,0.9829416871070862,1,1,0.989488422870636,7
21,21,0.9956979751586914,1,1,0.9963440299034119,0
22,22,0.6028003096580505,1,0,0.34418201446533203,4
23,23,0.9970961809158325,1,1,0.99797123670578,9
24,24,0.9310329556465149,1,0,0.7030404210090637,5
25,25,0.8996438980102539,1,1,0.9431965351104736,2
26,26,0.590405285358429,1,0,0.7538620829582214,4
27,27,0.99212247133255,1,1,0.9951220154762268,0
28,28,0.9870413541793823,1,1,0.9966087341308594,9
29,29,0.9839068651199341,1,1,0.9906699657440186,6
30,30,0.8346149325370789,1,1,0.9277798533439636,6
31,31,0.9611799716949463,1,1,0.9792489409446716,5
32,32,0.6600436568260193,1,1,0.9144493937492371,4
33,33,0.7485063076019287,1,1,0.9479643106460571,5
34,34,0.9954207539558411,1,1,0.9972190856933594,9
35,35,0.5916958451271057,1,0,0.861512303352356,2
36,36,0.8540357947349548,1,0,0.7126049995422363,4
37,37,0.6061517596244812,1,0,0.8614063858985901,1
38,38,0.9954103827476501,1,1,0.9969315528869629,9
39,39,0.9761367440223694,1,1,0.9832930564880371,5
40,40,0.9961070418357849,1,1,0.9972359538078308,4
41,41,0.9734107851982117,1,1,0.9835699200630188,6
42,42,0.974783182144165,1,1,0.9862443804740906,5
43,43,0.9309177398681641,1,1,0.9555951356887817,6
44,44,0.9620223641395569,1,1,0.9757220149040222,0
45,45,0.9981794357299805,1,1,0.9987578392028809,9
46,46,0.8907074332237244,1,0,0.59581458568573,3
47,47,0.7824316620826721,1,0,0.3716370165348053,9
48,48,0.9002004861831665,1,1,0.951749861240387,7
49,49,0.4666844308376312,1,1,0.8769075274467468,6
50,50,0.9912633895874023,1,1,0.9961258769035339,9
51,51,0.9779771566390991,1,1,0.9874947667121887,8
52,52,0.99112468957901,1,1,0.9954766631126404,0
53,53,0.9536597728729248,1,0,0.4909537732601166,3
54,54,0.9963555335998535,1,1,0.9972553849220276,8
55,55,0.8816351890563965,1,1,0.9422968029975891,8
56,56,0.9921403527259827,1,1,0.9959709048271179,7
57,57,0.954684317111969,1,1,0.9874294400215149,7
58,58,0.907129168510437,0,0,0.45913416147232056,7
59,59,0.7903065085411072,0,0,0.45261436700820923,4
60,60,0.9924883842468262,1,1,0.9946870803833008,7
61,61,0.9257537126541138,1,0,0.5577591061592102,3
62,62,0.9922250509262085,1,1,0.9941417574882507,6
63,63,0.45712602138519287,0,0,0.9082930088043213,9
64,64,0.9617350697517395,1,1,0.9769392609596252,6
65,65,0.6393412351608276,1,1,0.9060195088386536,2
66,66,0.9778324961662292,1,1,0.990337610244751,1
67,67,0.9961941242218018,1,1,0.9971987009048462,2
68,68,0.668680727481842,1,1,0.9109627604484558,3
69,69,0.9611055254936218,1,1,0.9907035827636719,7
70,70,0.43045690655708313,1,0,0.8382529616355896,2
71,71,0.7892791032791138,1,0,0.9581226110458374,6
72,72,0.9756819605827332,1,1,0.9835076332092285,8
73,73,0.9528940916061401,1,1,0.9776275157928467,8
74,74,0.869858980178833,1,1,0.977846622467041,0
75,75,0.9769377708435059,1,1,0.984516441822052,2
