,sample_idx,Gowal2020Uncovering_28_10_extra_cifar10_autoaugment_trades2_255_adv_conf2_255,Gowal2020Uncovering_28_10_extra_cifar10_autoaugment_trades2_255_is_acc,Gowal2020Uncovering_28_10_extra_cifar10_autoaugment_trades2_255_is_rob2_255,Gowal2020Uncovering_28_10_extra_cifar10_autoaugment_trades2_255_nat_conf,Gowal2020Uncovering_28_10_extra_cifar10_autoaugment_trades2_255_pred
0,0,0.9778491258621216,1,1,0.9882932305335999,3
1,1,0.9770702123641968,1,1,0.9919261336326599,8
2,2,0.5858294367790222,1,1,0.9419296383857727,8
3,3,0.9980121850967407,1,1,0.998674750328064,0
4,4,0.9927865862846375,1,1,0.9962921142578125,6
5,5,0.9964807629585266,1,1,0.9975841045379639,6
6,6,0.9888604283332825,1,1,0.9952644109725952,1
7,7,0.46559202671051025,1,0,0.9190937280654907,6
8,8,0.9530971050262451,1,1,0.9802534580230713,3
9,9,0.9804117679595947,1,1,0.9920978546142578,1
10,10,0.9778028726577759,1,1,0.9920851588249207,0
11,11,0.9990708827972412,1,1,0.9994648098945618,9
12,12,0.5617170929908752,1,0,0.9377691745758057,5
13,13,0.999764621257782,1,1,0.9998326301574707,7
14,14,0.9995336532592773,1,1,0.9997305274009705,9
15,15,0.9987922310829163,1,1,0.9992333650588989,8
16,16,0.9933233857154846,1,1,0.9961563944816589,5
17,17,0.9993983507156372,1,1,0.9995890259742737,7
18,18,0.993622362613678,1,1,0.996327817440033,8
19,19,0.998309850692749,1,1,0.9988094568252563,6
20,20,0.9968655705451965,1,1,0.998384952545166,7
21,21,0.9958569407463074,1,1,0.9962483048439026,0
22,22,0.7839676737785339,1,0,0.4243239164352417,4
23,23,0.9995502829551697,1,1,0.999729573726654,9
24,24,0.6857708096504211,1,1,0.9552188515663147,5
25,25,0.984944760799408,1,1,0.9937141537666321,2
26,26,0.5320375561714172,1,0,0.9044270515441895,4
27,27,0.9996916055679321,1,1,0.9997981190681458,0
28,28,0.9930574893951416,1,1,0.9988227486610413,9
29,29,0.9990150928497314,1,1,0.9993520379066467,6
30,30,0.961694061756134,1,1,0.990295946598053,6
31,31,0.996562659740448,1,1,0.9977238774299622,5
32,32,0.9413695335388184,1,1,0.9823967218399048,4
33,33,0.9750881195068359,1,1,0.9914374947547913,5
34,34,0.9984893798828125,1,1,0.9991963505744934,9
35,35,0.6433776617050171,0,0,0.5512858033180237,3
36,36,0.7867769002914429,1,0,0.8928413391113281,4
37,37,0.6062506437301636,0,0,0.8080516457557678,9
38,38,0.9984452128410339,1,1,0.9989631175994873,9
39,39,0.9959498643875122,1,1,0.9969081282615662,5
40,40,0.9994382262229919,1,1,0.9996174573898315,4
41,41,0.9987733960151672,1,1,0.9993327260017395,6
42,42,0.9956041574478149,1,1,0.9970746040344238,5
43,43,0.9877462387084961,1,1,0.9923117756843567,6
44,44,0.9985446929931641,1,1,0.9989075660705566,0
45,45,0.9997877478599548,1,1,0.9998401403427124,9
46,46,0.9589414596557617,1,1,0.989232063293457,3
47,47,0.6433071494102478,1,0,0.6969878077507019,9
48,48,0.9884445667266846,1,1,0.9944775700569153,7
49,49,0.9686402082443237,1,1,0.9925010800361633,6
50,50,0.9964219331741333,1,1,0.998292863368988,9
51,51,0.9979130625724792,1,1,0.9986017346382141,8
52,52,0.9988705515861511,1,1,0.9991436004638672,0
53,53,0.7814265489578247,1,0,0.8185492157936096,3
54,54,0.9990724325180054,1,1,0.9992683529853821,8
55,55,0.98661208152771,1,1,0.992478609085083,8
56,56,0.9991551637649536,1,1,0.9995112419128418,7
57,57,0.9964981079101562,1,1,0.9977244734764099,7
58,58,0.7718304395675659,0,0,0.7722500562667847,7
59,59,0.8496054410934448,0,0,0.6989825367927551,3
60,60,0.998956561088562,1,1,0.9992094039916992,7
61,61,0.8437023162841797,1,0,0.6863043904304504,3
62,62,0.9961457252502441,1,1,0.9970588684082031,6
63,63,0.7376280426979065,1,0,0.8987714648246765,3
64,64,0.9970402121543884,1,1,0.9979907274246216,6
65,65,0.9906054139137268,1,1,0.9946702122688293,2
66,66,0.9974997639656067,1,1,0.9983382225036621,1
67,67,0.9978863596916199,1,1,0.9983453750610352,2
68,68,0.8357231020927429,1,0,0.6023756265640259,3
69,69,0.9482296109199524,1,1,0.991780698299408,7
70,70,0.6151982545852661,1,1,0.9521041512489319,2
71,71,0.5082271099090576,1,1,0.9679581522941589,6
72,72,0.9962617754936218,1,1,0.997238278388977,8
73,73,0.9960892200469971,1,1,0.9976129531860352,8
74,74,0.9098660349845886,1,1,0.9910370111465454,0
75,75,0.9972327351570129,1,1,0.9976289868354797,2
76,76,0.9983023405075073,1,1,0.9987993240356445,9
77,77,0.9825749397277832,1,1,0.9908623695373535,3
78,78,0.9928994178771973,1,1,0.9977770447731018,3
79,79,0.9961887001991272,1,1,0.9971014857292175,8
80,80,0.9740172028541565,1,1,0.9934404492378235,8
81,81,0.8511792421340942,1,1,0.9532774686813354,1
82,82,0.9992985725402832,1,1,0.9994396567344666,1
83,83,0.9993528723716736,1,1,0.9995982050895691,7
84,84,0.9944223761558533,1,1,0.9957728981971741,2
85,85,0.5243960618972778,0,0,0.8720249533653259,7
86,86,0.9879449605941772,1,1,0.9973888993263245,2
87,87,0.9767482280731201,1,1,0.9874914884567261,7
88,88,0.9967888593673706,1,1,0.9978023171424866,8
89,89,0.9991926550865173,1,1,0.9994657635688782,9
90,90,0.9988002777099609,1,1,0.9990339279174805,0
91,91,0.9819563031196594,1,1,0.9880849719047546,3
92,92,0.9978411197662354,1,1,0.9986369013786316,8
93,93,0.9971675276756287,1,1,0.997956395149231,6
94,94,0.6694000363349915,1,1,0.9059771299362183,4
95,95,0.9892758131027222,1,1,0.9939124584197998,6
96,96,0.9996392726898193,1,1,0.999795138835907,6
97,97,0.7536399960517883,1,1,0.8278928995132446,0
98,98,0.999036431312561,1,1,0.999175488948822,0
99,99,0.9995224475860596,1,1,0.9997351765632629,7
100,100,0.9231305122375488,1,1,0.9732114672660828,4
101,101,0.9765015244483948,1,1,0.9914935827255249,5
102,102,0.9976474642753601,1,1,0.9982847571372986,6
103,103,0.9985396862030029,1,1,0.9990018010139465,3
104,104,0.9993847608566284,1,1,0.9995421171188354,1
105,105,0.9988744854927063,1,1,0.9991064667701721,1
106,106,0.7023423910140991,1,1,0.9080750942230225,3
107,107,0.9931932091712952,1,1,0.9967793822288513,6
108,108,0.9718737602233887,1,1,0.988231360912323,8
109,109,0.9993020296096802,1,1,0.9995266199111938,7
110,110,0.9955295920372009,1,1,0.9981343150138855,4
111,111,0.9974403381347656,1,1,0.9981104135513306,0
112,112,0.6853047013282776,1,0,0.7112007141113281,6
113,113,0.9862246513366699,1,1,0.9903903007507324,2
114,114,0.9938200116157532,1,1,0.9985513091087341,1
115,115,0.9878731966018677,1,1,0.9940544962882996,3
116,116,0.994920551776886,1,1,0.9965789914131165,0
117,117,0.6023041605949402,1,0,0.9273403882980347,4
118,118,0.9022333025932312,0,0,0.49602240324020386,3
119,119,0.9578568935394287,1,1,0.996340811252594,7
120,120,0.9079478979110718,1,1,0.9805245399475098,8
121,121,0.5144801139831543,1,0,0.7908673286437988,3
122,122,0.9988466501235962,1,1,0.9992471933364868,1
123,123,0.9995866417884827,1,1,0.9996820688247681,2
124,124,0.9886376261711121,1,1,0.9933754801750183,8
125,125,0.616141140460968,0,1,0.8624406456947327,8
126,126,0.9895468354225159,1,1,0.9941176176071167,8
127,127,0.9311652779579163,1,1,0.9778541922569275,3
128,128,0.6245020627975464,0,0,0.6445093154907227,3
129,129,0.9924367070198059,1,1,0.9962573051452637,2
130,130,0.9988503456115723,1,1,0.9992089867591858,4
131,131,0.9997610449790955,1,1,0.9998325109481812,1
132,132,0.9945945143699646,1,1,0.9974383115768433,8
133,133,0.9993313550949097,1,1,0.99960857629776,9
134,134,0.9955763816833496,1,1,0.9970961809158325,1
135,135,0.9772688746452332,1,1,0.9890005588531494,2
136,136,0.9987659454345703,1,1,0.9991915822029114,9
137,137,0.9987238049507141,1,1,0.9990713596343994,7
138,138,0.996658444404602,1,1,0.9978614449501038,2
139,139,0.5909523963928223,1,0,0.8515563011169434,9
140,140,0.9758416414260864,1,1,0.9908971190452576,6
141,141,0.9962801337242126,1,1,0.9971854090690613,5
142,142,0.9966546297073364,1,1,0.9978170394897461,6
143,143,0.9757054448127747,1,1,0.9859711527824402,3
144,144,0.9937697052955627,1,1,0.9977537989616394,8
145,145,0.9934080839157104,1,1,0.9981729984283447,7
146,146,0.9947668313980103,1,1,0.996707022190094,6
147,147,0.9265188574790955,0,1,0.9903143048286438,5
148,148,0.9931294322013855,1,1,0.9975444674491882,5
149,149,0.9977952241897583,1,1,0.9983041286468506,2
150,150,0.9986088871955872,1,1,0.9989763498306274,8
151,151,0.9947667121887207,1,1,0.998319685459137,9
152,152,0.9746553301811218,1,1,0.9856297373771667,6
153,153,0.9980066418647766,1,1,0.998584508895874,0
154,154,0.9492180347442627,1,1,0.9805522561073303,0
155,155,0.9879578948020935,1,1,0.9930291771888733,5
156,156,0.9819878935813904,1,1,0.9948403239250183,2
157,157,0.9995656609535217,1,1,0.9997206330299377,9
158,158,0.7351830005645752,1,1,0.9326385259628296,5
159,159,0.9979984164237976,1,1,0.9988157749176025,4
160,160,0.9981324076652527,1,1,0.9984861016273499,2
161,161,0.9992352724075317,1,1,0.9994468092918396,1
162,162,0.5210145711898804,1,0,0.7929638624191284,6
163,163,0.748755156993866,1,1,0.986890435218811,6
164,164,0.9676322340965271,0,1,0.9882683157920837,0
165,165,0.5027827024459839,0,0,0.9627434611320496,2
166,166,0.9807509183883667,1,1,0.9927517175674438,8
167,167,0.8857644200325012,1,1,0.9806541800498962,4
168,168,0.9949784874916077,1,1,0.9969499707221985,5
169,169,0.6330511569976807,1,1,0.9581893682479858,0
170,170,0.999650239944458,1,1,0.999724805355072,9
171,171,0.9592910408973694,1,1,0.9945207834243774,9
172,172,0.9719180464744568,1,1,0.9865525364875793,9
173,173,0.9970459342002869,1,1,0.9985034465789795,8
174,174,0.9997602105140686,1,1,0.9998366832733154,9
175,175,0.9998273253440857,1,1,0.9998703002929688,9
176,176,0.992155134677887,1,1,0.995018720626831,3
177,177,0.9924917817115784,1,1,0.996651828289032,7
