,sample_idx,label,base_prediction,prediction,linf_radius,l2_radius
0,6659,1,1,1,0.00412602276164876,0.22868739380356168
1,4529,4,4,4,0.002915212975001378,0.161577503602765
2,5519,6,6,6,0.00412602276164876,0.22868739380356168
3,2523,4,4,4,0.0030596195887055036,0.16958133054306954
4,8484,3,3,6,0.0005268786576701163,0.029202579344266594
5,9523,5,5,5,0.0018580477972772965,0.10298346200882287
6,6509,9,9,9,0.00412602276164876,0.22868739380356168
7,3298,3,3,3,0.002431426400201882,0.13476332992044665
8,786,3,3,3,0.004047723353656394,0.22434760011251073
9,3876,7,7,7,0.00412602276164876,0.22868739380356168
10,4263,6,6,6,0.00412602276164876,0.22868739380356168
11,63,3,3,3,0.0034702843432379564,0.19234268157436585
12,9148,3,5,3,0.0009729142152011708,0.0539243792683017
13,8116,9,9,9,0.00412602276164876,0.22868739380356168
14,1438,5,5,5,0.001731086559713568,0.09594655595915247
15,1861,3,3,3,0.00412602276164876,0.22868739380356168
16,9700,0,0,0,0.00412602276164876,0.22868739380356168
17,5028,9,9,9,0.00412602276164876,0.22868739380356168
18,4567,4,4,4,0.003917565560965167,0.21713352299435967
19,5700,3,3,5,0.00021055739882006836,0.011670275605308849
20,5749,5,3,3,0.00399415802484245,0.2213787082395545
21,7072,8,8,8,0.00412602276164876,0.22868739380356168
22,9224,6,6,6,0.0033062572776566086,0.1832513788094594
23,48,7,7,7,0.00412602276164876,0.22868739380356168
24,7731,1,1,1,0.00412602276164876,0.22868739380356168
25,5788,0,0,0,0.00412602276164876,0.22868739380356168
26,330,1,1,1,0.00412602276164876,0.22868739380356168
27,4153,0,0,0,0.00412602276164876,0.22868739380356168
28,1827,4,4,4,0.00412602276164876,0.22868739380356168
29,7334,5,5,5,0.00412602276164876,0.22868739380356168
30,6159,1,1,1,0.00412602276164876,0.22868739380356168
31,844,1,1,1,0.00412602276164876,0.22868739380356168
32,395,6,6,6,0.00412602276164876,0.22868739380356168
33,8768,2,2,2,0.0020744436549640596,0.11497733785077224
