,sample_idx,Gowal2020Uncovering_28_10_extra_cifar10_autoaugment_trades1_255_adv_conf1_255,Gowal2020Uncovering_28_10_extra_cifar10_autoaugment_trades1_255_is_acc,Gowal2020Uncovering_28_10_extra_cifar10_autoaugment_trades1_255_is_rob1_255,Gowal2020Uncovering_28_10_extra_cifar10_autoaugment_trades1_255_nat_conf,Gowal2020Uncovering_28_10_extra_cifar10_autoaugment_trades1_255_pred
0,0,0.9930500984191895,1,1,0.9953808784484863,3
1,1,0.9977072477340698,1,1,0.9984536170959473,8
2,2,0.5328919887542725,1,1,0.9217807054519653,8
3,3,0.9989669322967529,1,1,0.9992433786392212,0
4,4,0.9997612833976746,1,1,0.9998683929443359,6
5,5,0.9995352029800415,1,1,0.9997249245643616,6
6,6,0.994756817817688,1,1,0.9971936941146851,1
7,7,0.9621566534042358,1,1,0.9931511878967285,6
8,8,0.99611496925354,1,1,0.9973631501197815,3
9,9,0.9956455826759338,1,1,0.9975107908248901,1
10,10,0.9971752166748047,1,1,0.998356282711029,0
11,11,0.9995610117912292,1,1,0.9997062087059021,9
12,12,0.9234153628349304,1,1,0.9928955435752869,5
13,13,0.9996082186698914,1,1,0.9996931552886963,7
14,14,0.9999593496322632,1,1,0.9999706745147705,9
15,15,0.9998376369476318,1,1,0.9998973608016968,8
16,16,0.998623251914978,1,1,0.9990686774253845,5
17,17,0.9995644688606262,1,1,0.9996954202651978,7
18,18,0.9990897178649902,1,1,0.9993282556533813,8
19,19,0.9997037053108215,1,1,0.9997826218605042,6
20,20,0.9992831349372864,1,1,0.9995751976966858,7
21,21,0.9960662722587585,1,1,0.9964349269866943,0
22,22,0.7029208540916443,1,0,0.804408609867096,4
23,23,0.99974125623703,1,1,0.9998065829277039,9
24,24,0.9968221187591553,1,1,0.9985300302505493,5
25,25,0.9916520714759827,1,1,0.9959784746170044,2
26,26,0.9262955784797668,1,1,0.9943603873252869,4
27,27,0.9998207688331604,1,1,0.9998717308044434,0
28,28,0.9997231364250183,1,1,0.99982088804245,9
29,29,0.9996155500411987,1,1,0.9997361302375793,6
30,30,0.9994663596153259,1,1,0.9996441602706909,6
31,31,0.9994982481002808,1,1,0.9996358156204224,5
32,32,0.9955262541770935,1,1,0.9977206587791443,4
33,33,0.9976430535316467,1,1,0.9986170530319214,5
34,34,0.9993444085121155,1,1,0.9995868802070618,9
35,35,0.6705570220947266,1,0,0.7112997174263,2
36,36,0.9248632788658142,0,0,0.5008787512779236,7
37,37,0.846248209476471,1,1,0.9392184615135193,1
38,38,0.9990420937538147,1,1,0.999254047870636,9
39,39,0.9992371797561646,1,1,0.9994685053825378,5
40,40,0.9999479055404663,1,1,0.9999617338180542,4
41,41,0.9996826648712158,1,1,0.9997878670692444,6
42,42,0.998907208442688,1,1,0.9991632699966431,5
43,43,0.9986091256141663,1,1,0.9991322159767151,6
44,44,0.9993897676467896,1,1,0.9995124340057373,0
45,45,0.999693751335144,1,1,0.9997755885124207,9
46,46,0.6023724675178528,1,1,0.947338342666626,3
47,47,0.8237661123275757,1,0,0.5760067701339722,9
48,48,0.9993268251419067,1,1,0.9995287656784058,7
