,sample_idx,resnet50_sbb_l_trades1_255_adv_conf1_255,resnet50_sbb_l_trades1_255_is_acc,resnet50_sbb_l_trades1_255_is_rob1_255,resnet50_sbb_l_trades1_255_nat_conf,resnet50_sbb_l_trades1_255_pred
0,0,0.5217499732971191,0,1,0.5602263808250427,4
1,1,0.3674972951412201,0,1,0.39572474360466003,4
2,2,0.9878304600715637,1,1,0.9892069101333618,0
3,3,0.8322806358337402,1,1,0.9008221626281738,0
4,4,0.9739103317260742,1,1,0.9765012860298157,0
5,5,0.9268651604652405,1,1,0.9452962279319763,0
6,6,0.9938139915466309,1,1,0.9945175051689148,0
7,7,0.9831016659736633,1,1,0.9848281741142273,0
8,8,0.9883053302764893,1,1,0.9899424314498901,0
9,9,0.9858369827270508,1,1,0.9871518611907959,0
10,10,0.9764726758003235,1,1,0.9787766337394714,0
11,11,0.9830116033554077,1,1,0.9856573343276978,0
12,12,0.9974415302276611,1,1,0.9975715279579163,0
13,13,0.6286649703979492,0,1,0.6645382642745972,1
14,14,0.9867804646492004,1,1,0.9885525703430176,0
15,15,0.9912925362586975,1,1,0.9918662905693054,0
16,16,0.9242626428604126,0,1,0.9319821000099182,3
17,17,0.9868379235267639,1,1,0.988010585308075,0
18,18,0.9891645312309265,1,1,0.9895650148391724,0
19,19,0.9912368059158325,1,1,0.9914826154708862,0
20,20,0.9940926432609558,1,1,0.9944236874580383,0
21,21,0.9910743832588196,1,1,0.9916424751281738,0
22,22,0.9953159093856812,1,1,0.9956594109535217,0
23,23,0.9902662634849548,1,1,0.9906902313232422,0
24,24,0.9911119341850281,1,1,0.9914815425872803,0
25,25,0.8872412443161011,0,1,0.9095290303230286,1
26,26,0.990301787853241,1,1,0.9907256960868835,0
27,27,0.9877090454101562,1,1,0.9881013631820679,0
28,28,0.9935867190361023,1,1,0.993969202041626,0
29,29,0.9956941604614258,1,1,0.9959958791732788,0
30,30,0.9909594058990479,1,1,0.991267740726471,0
31,31,0.9907273054122925,1,1,0.9911205172538757,0
32,32,0.9451929330825806,1,1,0.9530811905860901,0
33,33,0.7811886668205261,0,1,0.7999150156974792,1
34,34,0.996349573135376,1,1,0.9965231418609619,0
35,35,0.9872748851776123,1,1,0.9878832697868347,0
36,36,0.9833629131317139,1,1,0.9851224422454834,0
37,37,0.994269609451294,1,1,0.9946346282958984,0
38,38,0.9937770366668701,1,1,0.9941030144691467,0
39,39,0.9929416179656982,1,1,0.9931817650794983,0
40,40,0.9948022365570068,1,1,0.9950813055038452,0
41,41,0.9944446682929993,1,1,0.994805634021759,0
42,42,0.7562260031700134,0,1,0.8069571256637573,4
43,43,0.9899961948394775,1,1,0.9903185367584229,0
44,44,0.9887170791625977,1,1,0.9896017909049988,0
45,45,0.9807064533233643,1,1,0.9814551472663879,0
46,46,0.9577425122261047,1,1,0.9665275812149048,0
47,47,0.9958778619766235,1,1,0.9965744018554688,0
48,48,0.9659479856491089,1,1,0.9707701206207275,0
49,49,0.9952163696289062,1,1,0.9954580068588257,0
50,50,0.9905924201011658,1,1,0.9911330342292786,0
51,51,0.9703559875488281,1,1,0.9741135239601135,0
52,52,0.9932905435562134,1,1,0.993572473526001,0
53,53,0.9937868118286133,1,1,0.9940837025642395,0
54,54,0.9757000207901001,1,1,0.9788509607315063,0
55,55,0.9956062436103821,1,1,0.9958023428916931,0
56,56,0.9906759262084961,1,1,0.9913729429244995,0
57,57,0.9863545298576355,1,1,0.988170862197876,0
58,58,0.9896035194396973,1,1,0.9904323220252991,0
59,59,0.9900999665260315,1,1,0.9907984733581543,0
60,60,0.9940842986106873,1,1,0.9945486187934875,0
61,61,0.99172043800354,1,1,0.9921047687530518,0
62,62,0.986375629901886,1,1,0.9867686629295349,0
63,63,0.982410728931427,1,1,0.984852135181427,0
64,64,0.5887569785118103,0,1,0.6602578163146973,4
65,65,0.9789267182350159,1,1,0.9809837937355042,0
66,66,0.9592936038970947,1,1,0.9769881963729858,0
67,67,0.6096278429031372,1,1,0.6925157308578491,0
68,68,0.9779735207557678,1,1,0.9800819754600525,0
69,69,0.9898444414138794,1,1,0.9901774525642395,0
70,70,0.9898988604545593,1,1,0.9902330636978149,0
71,71,0.9959942102432251,1,1,0.9964422583580017,0
72,72,0.9867200255393982,1,1,0.9872064590454102,0
73,73,0.992280125617981,1,1,0.9927612543106079,0
74,74,0.9720531702041626,1,1,0.9755396842956543,0
75,75,0.7142078876495361,0,1,0.8047702312469482,1
76,76,0.9809746742248535,1,1,0.9830479621887207,0
77,77,0.9906042218208313,1,1,0.9913021326065063,0
78,78,0.9929857850074768,1,1,0.9932045936584473,0
79,79,0.9932297468185425,1,1,0.9935985803604126,0
80,80,0.990301787853241,1,1,0.990563154220581,0
81,81,0.9882016777992249,1,1,0.9889696836471558,0
82,82,0.9923192858695984,1,1,0.9926232099533081,0
83,83,0.7954791188240051,0,1,0.8339373469352722,3
84,84,0.5112574100494385,0,0,0.4484909176826477,3
85,85,0.991174578666687,1,1,0.9920652508735657,0
86,86,0.9832526445388794,1,1,0.9853142499923706,0
87,87,0.989384114742279,1,1,0.9902695417404175,0
88,88,0.9846282005310059,1,1,0.9864213466644287,0
89,89,0.9826377034187317,1,1,0.9841691255569458,0
90,90,0.9796935319900513,1,1,0.980536699295044,0
91,91,0.9443193674087524,1,1,0.9522472620010376,0
92,92,0.9669655561447144,1,1,0.9734862446784973,0
93,93,0.9934212565422058,1,1,0.9939232468605042,0
94,94,0.9844400882720947,1,1,0.986070454120636,0
95,95,0.9955614805221558,1,1,0.9958230257034302,0
96,96,0.9939987659454346,1,1,0.9946861267089844,0
97,97,0.9860544800758362,1,1,0.9887963533401489,0
98,98,0.9964938759803772,1,1,0.9966922998428345,0
99,99,0.9867808222770691,1,1,0.9878849387168884,0
100,100,0.9925088286399841,1,1,0.9930496215820312,0
101,101,0.9889534711837769,1,1,0.9898704886436462,0
102,102,0.9868009090423584,1,1,0.9887231588363647,0
103,103,0.981940746307373,1,1,0.9834386706352234,0
104,104,0.9922025203704834,1,1,0.993118166923523,1
105,105,0.9189296364784241,1,1,0.9408380389213562,1
106,106,0.9671996831893921,1,1,0.9721800088882446,1
107,107,0.9857287406921387,1,1,0.9885147213935852,1
108,108,0.9315049052238464,1,1,0.9578273892402649,1
109,109,0.9808071255683899,1,1,0.9869264364242554,1
110,110,0.9913160800933838,1,1,0.992003321647644,1
111,111,0.9925199747085571,1,1,0.993787944316864,1
112,112,0.9906062483787537,1,1,0.9918031096458435,1
113,113,0.988382875919342,1,1,0.9909562468528748,1
114,114,0.995332658290863,1,1,0.9960351586341858,1
115,115,0.9858269095420837,1,1,0.9904013276100159,1
116,116,0.9822875261306763,1,1,0.9861509203910828,1
117,117,0.9692670702934265,1,1,0.9814229011535645,1
118,118,0.9402598142623901,1,1,0.9616691470146179,1
119,119,0.9936133027076721,1,1,0.9949706196784973,1
120,120,0.9513803720474243,1,1,0.9712808728218079,1
121,121,0.9684272408485413,1,1,0.9742586016654968,1
122,122,0.991975724697113,1,1,0.9934622049331665,1
123,123,0.9951298236846924,1,1,0.996171772480011,1
124,124,0.9693237543106079,1,1,0.9801162481307983,1
125,125,0.9945017099380493,1,1,0.9955779314041138,1
126,126,0.9882192611694336,1,1,0.9927126169204712,1
127,127,0.9948933124542236,1,1,0.9959325194358826,1
128,128,0.9812321662902832,1,1,0.9878777265548706,1
129,129,0.5216638445854187,1,1,0.7316229343414307,1
130,130,0.9951556921005249,1,1,0.9960733652114868,1
131,131,0.9740869402885437,1,1,0.9806797504425049,1
132,132,0.9881206750869751,1,1,0.9903008937835693,1
133,133,0.4905604422092438,0,1,0.5186044573783875,3
134,134,0.8261696696281433,1,1,0.8930134177207947,1
135,135,0.9926843047142029,1,1,0.9942665696144104,1
136,136,0.9623555541038513,1,1,0.9718828797340393,1
137,137,0.9885770082473755,1,1,0.9903593063354492,1
138,138,0.9941101670265198,1,1,0.9953950047492981,1
139,139,0.9124242663383484,1,1,0.9358852505683899,1
140,140,0.9926059246063232,1,1,0.9948135614395142,1
141,141,0.9971689581871033,1,1,0.9975677132606506,1
142,142,0.9882217049598694,1,1,0.9906028509140015,1
143,143,0.9811293482780457,1,1,0.9875524044036865,1
144,144,0.996406614780426,1,1,0.9971296191215515,1
145,145,0.9840827584266663,1,1,0.9868554472923279,1
146,146,0.9751257300376892,1,1,0.9813864827156067,1
147,147,0.8039153218269348,1,1,0.8611306548118591,1
148,148,0.9970974922180176,1,1,0.9974822402000427,1
149,149,0.9937111139297485,1,1,0.9951485991477966,1
150,150,0.9771450757980347,1,1,0.9852713346481323,1
151,151,0.9568502902984619,1,1,0.9733000993728638,1
152,152,0.9953525066375732,1,1,0.9966549873352051,1
153,153,0.9950063228607178,1,1,0.9959278702735901,1
154,154,0.9759913086891174,1,1,0.9802732467651367,1
155,155,0.9320582151412964,1,1,0.9473906755447388,1
156,156,0.9818829298019409,1,1,0.9849417209625244,1
157,157,0.9846142530441284,1,1,0.9863866567611694,1
158,158,0.9942065477371216,1,1,0.9952724575996399,1
159,159,0.9852228164672852,1,1,0.9887160658836365,1
160,160,0.9816345572471619,1,1,0.9850836396217346,1
161,161,0.991023063659668,1,1,0.9941157102584839,1
162,162,0.5000379681587219,1,0,0.4699054956436157,1
163,163,0.9889914989471436,1,1,0.9919801950454712,1
164,164,0.9686213731765747,1,1,0.9769105911254883,1
165,165,0.8642717003822327,1,1,0.9216637015342712,1
166,166,0.7591413259506226,1,1,0.8864216804504395,1
167,167,0.9926373958587646,1,1,0.9943011999130249,1
168,168,0.9075120091438293,1,1,0.9457807540893555,1
169,169,0.85528564453125,1,1,0.9213582277297974,1
170,170,0.9423233866691589,1,1,0.9707632660865784,1
171,171,0.9878111481666565,1,1,0.9899036884307861,1
172,172,0.9487957954406738,1,1,0.9753904938697815,1
173,173,0.9926910996437073,1,1,0.9944586753845215,1
174,174,0.993287980556488,1,1,0.9940628409385681,1
175,175,0.7974103093147278,1,1,0.8843779563903809,1
176,176,0.9775550365447998,1,1,0.9832225441932678,1
177,177,0.975143551826477,1,1,0.9820213317871094,1
178,178,0.9588475227355957,1,1,0.9756302237510681,1
179,179,0.9776884317398071,1,1,0.9848516583442688,1
180,180,0.9882842302322388,1,1,0.9900467991828918,1
181,181,0.8043315410614014,1,1,0.8746169805526733,1
182,182,0.9959445595741272,1,1,0.9964753985404968,1
183,183,0.8814947605133057,1,1,0.9057236909866333,1
184,184,0.9278871417045593,1,1,0.9619458913803101,1
185,185,0.9948210716247559,1,1,0.9955235719680786,1
186,186,0.9866206645965576,1,1,0.9892281293869019,1
187,187,0.9837818145751953,1,1,0.9868934154510498,1
188,188,0.9183075428009033,1,1,0.9704589247703552,1
