,sample_idx,label,base_prediction,prediction,linf_radius,l2_radius
0,6659,1,1,1,0.00825204552329752,0.4573747876071234
1,4529,4,3,4,0.0019051296340671917,0.10559300227870333
2,5519,6,6,6,0.0046854482799777546,0.2596939032690456
3,2523,4,0,4,0.0024337402250810707,0.13489157511246494
4,8484,3,7,7,0.0010275828538252893,0.056954422777984764
5,9523,5,5,5,0.007000477811288043,0.3880058638851028
6,6509,9,9,9,0.00825204552329752,0.4573747876071234
7,3298,3,3,3,0.006322551608912365,0.3504313798436021
8,786,3,3,3,0.0079883160496849,0.442757416479109
9,3876,7,7,7,0.00825204552329752,0.4573747876071234
10,4263,6,6,6,0.00825204552329752,0.4573747876071234
11,63,3,3,9,0.003153388831127861,0.17477854948907806
12,9148,3,5,-1,0.0,0.0
13,8116,9,9,9,0.00825204552329752,0.4573747876071234
14,1438,5,2,2,0.00016377331907763305,0.00907723870613279
15,1861,3,3,3,0.00825204552329752,0.4573747876071234
16,9700,0,0,0,0.008095446707312787,0.4486952002250215
17,5028,9,9,9,0.007126659501647419,0.3949995630430984
18,4567,4,4,4,0.005523950965506896,0.30616843938486715
19,5700,3,3,3,0.004961132064176449,0.2749738495428054
20,5749,5,3,3,0.0027329729246062776,0.15147673475610174
21,7072,8,8,8,0.0079883160496849,0.442757416479109
22,9224,6,6,6,0.0034713453687194376,0.1924014895757115
23,48,7,7,7,0.007675316328756612,0.4254092110582233
24,7731,1,1,1,0.00825204552329752,0.4573747876071234
25,5788,0,0,0,0.007904624668802738,0.4381187693161168
26,330,1,1,1,0.00825204552329752,0.4573747876071234
27,4153,0,0,0,0.00825204552329752,0.4573747876071234
28,1827,4,4,4,0.00825204552329752,0.4573747876071234
29,7334,5,5,5,0.006263948746702034,0.34718327952945005
30,6159,1,1,1,0.00825204552329752,0.4573747876071234
31,844,1,1,1,0.00825204552329752,0.4573747876071234
32,395,6,6,6,0.0069073079803437624,0.3828418676954036
33,8768,2,2,2,0.0038748342783053976,0.2147651149099018
34,8669,4,4,4,0.001692571988385008,0.09381186173922283
35,4678,9,8,8,0.0032403798968327615,0.17960008374845246
36,2892,0,0,0,0.00825204552329752,0.4573747876071234
37,2215,0,0,0,0.0050424106294643355,0.27947876489144297
38,4760,3,0,3,0.0008443275416415709,0.046797382411293685
39,4367,0,0,3,0.0017775604180183759,0.09852239864099836
40,9896,4,4,4,0.00825204552329752,0.4573747876071234
41,9291,8,8,8,0.0046065150917800265,0.2553189819134661
42,4566,8,8,8,0.005968865999542345,0.33082813359288743
43,9399,7,7,7,0.00825204552329752,0.4573747876071234
44,7767,9,9,9,0.00825204552329752,0.4573747876071234
