,sample_idx,resnet50_sbb_l_stdaug_trades4_255_adv_conf4_255,resnet50_sbb_l_stdaug_trades4_255_is_acc,resnet50_sbb_l_stdaug_trades4_255_is_rob4_255,resnet50_sbb_l_stdaug_trades4_255_nat_conf,resnet50_sbb_l_stdaug_trades4_255_pred
0,0,0.45555272698402405,0,0,0.5199913382530212,4
1,1,0.326969712972641,0,0,0.45614001154899597,4
2,2,0.8269241452217102,1,1,0.9156383872032166,0
3,3,0.37788039445877075,1,0,0.5734198093414307,0
4,4,0.7482343316078186,1,1,0.8158490657806396,0
5,5,0.43535977602005005,1,1,0.6970698237419128,0
6,6,0.9719693660736084,1,1,0.981025755405426,0
7,7,0.8414575457572937,1,1,0.9161102175712585,0
8,8,0.8411078453063965,1,1,0.9348855018615723,0
9,9,0.9321268200874329,1,1,0.951798677444458,0
10,10,0.9360405206680298,1,1,0.9526285529136658,0
11,11,0.8153833150863647,1,1,0.89145827293396,0
12,12,0.9855594635009766,1,1,0.9896184802055359,0
13,13,0.8848680257797241,0,1,0.9301784634590149,1
14,14,0.8648949265480042,1,1,0.9361302852630615,0
15,15,0.9501091837882996,1,1,0.9662092924118042,0
16,16,0.8991917371749878,0,1,0.908048689365387,3
17,17,0.9470645189285278,1,1,0.9605317115783691,0
18,18,0.9848461151123047,1,1,0.9858351349830627,0
19,19,0.971518337726593,1,1,0.9741582274436951,0
20,20,0.966167151927948,1,1,0.9726224541664124,0
21,21,0.9842645525932312,1,1,0.986916184425354,0
22,22,0.9872773289680481,1,1,0.9904912114143372,0
23,23,0.9806187748908997,1,1,0.9823595881462097,0
24,24,0.9783318638801575,1,1,0.9812867045402527,0
25,25,0.8706580996513367,0,1,0.9246587753295898,1
26,26,0.9784523844718933,1,1,0.9821317195892334,0
27,27,0.9772956967353821,1,1,0.9791309237480164,0
28,28,0.9835802912712097,1,1,0.9860325455665588,0
29,29,0.9884291887283325,1,1,0.990822434425354,0
30,30,0.9570355415344238,1,1,0.9636185765266418,0
31,31,0.9815271496772766,1,1,0.9836410880088806,0
32,32,0.9805609583854675,1,1,0.9851581454277039,0
33,33,0.38488107919692993,0,1,0.45772653818130493,1
34,34,0.9911835193634033,1,1,0.9925059676170349,0
35,35,0.9345003962516785,1,1,0.9466042518615723,0
36,36,0.9476802945137024,1,1,0.961205005645752,0
37,37,0.9919484853744507,1,1,0.9932525753974915,0
38,38,0.9860432147979736,1,1,0.9870024919509888,0
39,39,0.9740059971809387,1,1,0.9769322872161865,0
40,40,0.9807445406913757,1,1,0.9839932918548584,0
41,41,0.9922622442245483,1,1,0.99366694688797,0
42,42,0.3919543921947479,0,1,0.5512078404426575,4
43,43,0.9681577682495117,1,1,0.9732996821403503,0
44,44,0.8830152750015259,1,1,0.9342560768127441,0
45,45,0.7944079041481018,1,1,0.8821881413459778,0
46,46,0.7468857169151306,1,1,0.8740127086639404,0
47,47,0.9793291091918945,1,1,0.9888789653778076,0
48,48,0.45194461941719055,1,1,0.7213040590286255,0
49,49,0.9855548143386841,1,1,0.9882782101631165,0
50,50,0.9531326293945312,1,1,0.9643853902816772,0
51,51,0.7307822108268738,1,1,0.8545048236846924,0
52,52,0.9397928714752197,1,1,0.9482854604721069,0
53,53,0.982212245464325,1,1,0.9847626686096191,0
54,54,0.7851405143737793,1,1,0.8793631196022034,0
55,55,0.975157618522644,1,1,0.9804015755653381,0
56,56,0.9397515058517456,1,1,0.9547753930091858,0
57,57,0.8526642322540283,1,1,0.9016645550727844,0
58,58,0.9429337382316589,1,1,0.9564983248710632,0
59,59,0.9436192512512207,1,1,0.9589119553565979,0
60,60,0.9824510216712952,1,1,0.9864639043807983,0
61,61,0.964522659778595,1,1,0.9733623266220093,0
62,62,0.9381154775619507,1,1,0.9471043944358826,0
63,63,0.8244410753250122,1,1,0.8941164612770081,0
64,64,0.5243256688117981,0,0,0.46501651406288147,4
65,65,0.9382146596908569,1,1,0.9514886140823364,0
66,66,0.5109771490097046,1,0,0.6118260025978088,0
67,67,0.5016550421714783,0,0,0.5838961005210876,1
68,68,0.8637806177139282,1,1,0.9129960536956787,0
69,69,0.9628514051437378,1,1,0.9702399373054504,0
70,70,0.9788368344306946,1,1,0.981360673904419,0
71,71,0.9922881126403809,1,1,0.9941853880882263,0
72,72,0.9200642108917236,1,1,0.9371005296707153,0
73,73,0.960310697555542,1,1,0.9697498679161072,0
74,74,0.8879002332687378,1,1,0.9238384366035461,0
75,75,0.9611724019050598,0,1,0.9752570390701294,1
76,76,0.8689975738525391,1,1,0.9157671332359314,0
77,77,0.9548625946044922,1,1,0.9691410660743713,0
78,78,0.9827470779418945,1,1,0.9847970008850098,0
79,79,0.9822752475738525,1,1,0.9852638244628906,0
80,80,0.9699856042861938,1,1,0.9739189147949219,0
81,81,0.9213875532150269,1,1,0.9476519823074341,0
82,82,0.9905447959899902,1,1,0.9913761019706726,0
83,83,0.9280307292938232,0,1,0.9423320889472961,3
84,84,0.6751140356063843,0,1,0.7150509357452393,3
85,85,0.9415267705917358,1,1,0.9595206379890442,0
86,86,0.8549397587776184,1,1,0.913199245929718,0
87,87,0.9491418600082397,1,1,0.9611625671386719,0
88,88,0.9083222150802612,1,1,0.9441817402839661,0
89,89,0.9200894236564636,1,1,0.9371799826622009,0
90,90,0.9372173547744751,1,1,0.9453364014625549,0
91,91,0.5533605217933655,1,1,0.739017903804779,0
92,92,0.6134042739868164,1,0,0.7276334166526794,0
93,93,0.9507062435150146,1,1,0.9657490253448486,0
94,94,0.9423756003379822,1,1,0.9603586792945862,0
95,95,0.9917252063751221,1,1,0.9931097030639648,0
96,96,0.9758456349372864,1,1,0.9860649108886719,0
97,97,0.8654847741127014,1,1,0.9431734085083008,0
98,98,0.9856172204017639,1,1,0.9875600934028625,0
99,99,0.9342143535614014,1,1,0.9546644687652588,0
100,100,0.9706101417541504,1,1,0.9772054553031921,0
101,101,0.9373272061347961,1,1,0.9560666084289551,0
102,102,0.9080276489257812,1,1,0.9645344018936157,0
103,103,0.9462598562240601,1,1,0.9627150297164917,0
104,104,0.8829801678657532,1,1,0.8977444767951965,1
105,105,0.6956189870834351,1,1,0.7960219383239746,1
106,106,0.7285585403442383,1,1,0.7782052755355835,1
107,107,0.7627236843109131,1,1,0.8428943753242493,1
108,108,0.6578058004379272,1,1,0.7642800807952881,1
109,109,0.6775500178337097,1,1,0.8572918772697449,1
110,110,0.938435971736908,1,1,0.9578148126602173,1
111,111,0.8914063572883606,1,1,0.9275119304656982,1
112,112,0.9418210387229919,1,1,0.9577413201332092,1
113,113,0.8152775168418884,1,1,0.8809178471565247,1
114,114,0.9379565715789795,1,1,0.9523195028305054,1
115,115,0.7482122778892517,1,1,0.8798103332519531,1
116,116,0.7557844519615173,1,1,0.8229712843894958,1
117,117,0.7370705604553223,1,1,0.8546096086502075,1
118,118,0.5090790390968323,1,0,0.656148374080658,1
119,119,0.8916400074958801,1,1,0.9439080357551575,1
120,120,0.6564680933952332,1,1,0.8146007657051086,1
121,121,0.7429908514022827,1,1,0.802491307258606,1
122,122,0.8845269083976746,1,1,0.926191508769989,1
123,123,0.9079174399375916,1,1,0.9486199021339417,1
124,124,0.6370165348052979,1,1,0.7851511240005493,1
125,125,0.9292020201683044,1,1,0.9509097337722778,1
126,126,0.8882044553756714,1,1,0.924683153629303,1
127,127,0.9427161812782288,1,1,0.9588723182678223,1
128,128,0.7811680436134338,1,1,0.8585101962089539,1
129,129,0.5342198610305786,1,0,0.6908283829689026,1
