,sample_idx,label,base_prediction,prediction,linf_radius,l2_radius
0,6659,1,1,1,0.007632372756236688,0.4230290366754065
1,4529,4,3,4,0.0028568360127858654,0.1583419239372035
2,5519,6,6,6,0.006484444321666004,0.3594043847672647
3,2523,4,0,4,0.001498856426475067,0.08307505548499013
4,8484,3,8,-1,0.0,0.0
5,9523,5,5,5,0.004254304403892419,0.23579748410898224
6,6509,9,9,9,0.00825204552329752,0.4573747876071234
7,3298,3,3,3,0.0035575348352278463,0.1971785946979457
8,786,3,3,3,0.004837064581771326,0.2680973316838348
9,3876,7,7,7,0.00825204552329752,0.4573747876071234
10,4263,6,6,6,0.00825204552329752,0.4573747876071234
11,63,3,3,9,0.002164519249413451,0.11996983404623833
12,9148,3,5,5,2.2952576046574265e-05,0.0012721608920721608
13,8116,9,9,9,0.00825204552329752,0.4573747876071234
14,1438,5,5,5,2.919485568361441e-05,0.0016181431476371573
15,1861,3,3,3,0.005147061383324169,0.2852790984189827
16,9700,0,0,0,0.007158900394538408,0.3967865347092929
17,5028,9,9,9,0.007067168848967618,0.3917022563865592
18,4567,4,5,4,0.003056270713555869,0.16939571704203366
19,5700,3,3,3,0.002440459467541277,0.1352639933310074
20,5749,5,3,3,0.002014916467695253,0.11167800624177256
21,7072,8,8,8,0.006963813579887735,0.3859737259137173
22,9224,6,6,6,0.002333116422140685,0.12931443785987146
23,48,7,7,7,0.007556521288729248,0.41882492161775703
24,7731,1,1,1,0.00825204552329752,0.4573747876071234
25,5788,0,0,0,0.007175737125463213,0.397719721057937
26,330,1,1,1,0.00825204552329752,0.4573747876071234
27,4153,0,0,0,0.00825204552329752,0.4573747876071234
28,1827,4,4,4,0.006698888886291412,0.3712901089700869
29,7334,5,5,5,0.005076545393319355,0.2813707055410833
30,6159,1,1,1,0.008095446707312787,0.4486952002250215
31,844,1,1,1,0.007039572825564925,0.3901727295187088
32,395,6,7,6,0.006698888886291412,0.3712901089700869
33,8768,2,2,2,0.002905934609594625,0.16106324439330305
34,8669,4,0,4,2.908629117602664e-05,0.0016121258918598545
35,4678,9,8,8,0.0021575789208397077,0.11958516199148808
36,2892,0,0,0,0.008095446707312787,0.4486952002250215
37,2215,0,0,0,0.004045582523055652,0.22422894323664247
38,4760,3,0,-1,0.0,0.0
39,4367,0,0,-1,0.0,0.0
40,9896,4,4,4,0.00726850443796645,0.40286140741112825
41,9291,8,8,8,0.004782949746510413,0.265097983072151
42,4566,8,8,8,0.00474913341299753,0.2632236916235107
43,9399,7,7,7,0.00825204552329752,0.4573747876071234
44,7767,9,9,9,0.00825204552329752,0.4573747876071234
45,5684,7,7,4,0.001972440448945817,0.10932374631929988
