,sample_idx,Carmon2019Unlabeled_cifar10_trades2_255_adv_conf2_255,Carmon2019Unlabeled_cifar10_trades2_255_is_acc,Carmon2019Unlabeled_cifar10_trades2_255_is_rob2_255,Carmon2019Unlabeled_cifar10_trades2_255_nat_conf,Carmon2019Unlabeled_cifar10_trades2_255_pred
0,0,0.5078781843185425,1,0,0.661075234413147,3
1,1,0.9625982642173767,1,1,0.969002366065979,8
2,2,0.8446862697601318,1,1,0.9338281154632568,8
3,3,0.972706139087677,1,1,0.9742997884750366,0
4,4,0.829803466796875,1,1,0.8887538313865662,6
5,5,0.7162516713142395,1,1,0.8852500915527344,6
6,6,0.5866468548774719,1,1,0.7082510590553284,1
7,7,0.4463641047477722,1,1,0.6728560328483582,6
8,8,0.8125855922698975,1,1,0.8896706104278564,3
9,9,0.7326385974884033,1,1,0.9396443367004395,1
10,10,0.9594684839248657,1,1,0.9684956073760986,0
11,11,0.9765599370002747,1,1,0.9779265522956848,9
12,12,0.4334460496902466,0,0,0.5715330243110657,3
13,13,0.9793013334274292,1,1,0.98041832447052,7
14,14,0.9686762094497681,1,1,0.9711048007011414,9
15,15,0.9806340932846069,1,1,0.9827960133552551,8
16,16,0.9551883935928345,1,1,0.9680661559104919,5
17,17,0.9539726972579956,1,1,0.961824893951416,7
18,18,0.9404726624488831,1,1,0.9567708373069763,8
19,19,0.9464557766914368,1,1,0.9537795782089233,6
20,20,0.952403724193573,1,1,0.962664008140564,7
21,21,0.9782944917678833,1,1,0.9794824719429016,0
22,22,0.6394678950309753,0,1,0.9033944010734558,0
23,23,0.9841744303703308,1,1,0.9855256676673889,9
24,24,0.5241884589195251,1,0,0.621026337146759,5
25,25,0.9522227048873901,1,1,0.9573623538017273,2
26,26,0.4878252148628235,1,1,0.6888719797134399,4
27,27,0.9650309681892395,1,1,0.9678488373756409,0
28,28,0.938758909702301,1,1,0.9500294327735901,9
29,29,0.9403758645057678,1,1,0.9452655911445618,6
30,30,0.40338608622550964,1,1,0.6680127382278442,6
31,31,0.9298050403594971,1,1,0.9459574818611145,5
32,32,0.7088609933853149,1,1,0.8827265501022339,4
33,33,0.8343541026115417,1,1,0.9133260250091553,5
34,34,0.9804452061653137,1,1,0.9826868176460266,9
35,35,0.46484386920928955,0,0,0.4815984070301056,3
36,36,0.5958179831504822,1,0,0.5047966241836548,4
37,37,0.6323308348655701,0,0,0.5900852680206299,9
38,38,0.9780961275100708,1,1,0.9799312353134155,9
39,39,0.9558398127555847,1,1,0.9600533246994019,5
40,40,0.9697861075401306,1,1,0.9723859429359436,4
41,41,0.9413244128227234,1,1,0.9454585909843445,6
42,42,0.9217057228088379,1,1,0.9425548315048218,5
43,43,0.8646857738494873,1,1,0.8946735858917236,6
44,44,0.9711733460426331,1,1,0.9731484651565552,0
45,45,0.9748780131340027,1,1,0.9765392541885376,9
46,46,0.5153754353523254,1,1,0.6855502128601074,3
47,47,0.548747718334198,1,1,0.7711434960365295,9
48,48,0.9267416000366211,1,1,0.94222092628479,7
49,49,0.7212157249450684,1,1,0.867761492729187,6
50,50,0.9286293387413025,1,1,0.9487953186035156,9
51,51,0.9085476994514465,1,1,0.9379920363426208,8
52,52,0.5085359215736389,1,1,0.7118728160858154,0
53,53,0.5651240944862366,0,0,0.5335948467254639,5
54,54,0.978427529335022,1,1,0.9795942306518555,8
55,55,0.9538876414299011,1,1,0.965459942817688,8
56,56,0.8505922555923462,1,1,0.9159988760948181,7
57,57,0.8905230760574341,1,1,0.9331775307655334,7
58,58,0.656324565410614,0,0,0.4440835118293762,7
59,59,0.59028559923172,0,1,0.7348432540893555,3
60,60,0.9682799577713013,1,1,0.9708189964294434,7
61,61,0.6007639765739441,0,0,0.4867814779281616,5
62,62,0.9685291051864624,1,1,0.9719781875610352,6
63,63,0.7414585947990417,0,1,0.8719688653945923,9
64,64,0.780206561088562,1,1,0.8858380317687988,6
65,65,0.8365453481674194,1,1,0.9036346077919006,2
66,66,0.9532357454299927,1,1,0.9594427943229675,1
67,67,0.9765942692756653,1,1,0.9774491190910339,2
68,68,0.43526363372802734,1,1,0.6369916796684265,3
69,69,0.9044575095176697,1,1,0.932543158531189,7
70,70,0.8233333230018616,1,1,0.9010496139526367,2
71,71,0.49025624990463257,1,0,0.7890565991401672,6
72,72,0.972850501537323,1,1,0.9758613705635071,8
73,73,0.9768945574760437,1,1,0.9783868789672852,8
74,74,0.9635360240936279,1,1,0.971874475479126,0
75,75,0.9548954963684082,1,1,0.9573751091957092,2
76,76,0.9563968181610107,1,1,0.9626262187957764,9
77,77,0.9414604306221008,1,1,0.9520871043205261,3
78,78,0.9245049953460693,1,1,0.9442096948623657,3
79,79,0.977644145488739,1,1,0.9789041876792908,8
80,80,0.9563668370246887,1,1,0.9648323059082031,8
81,81,0.5122807621955872,1,1,0.6415677666664124,1
82,82,0.9779865145683289,1,1,0.9790284037590027,1
83,83,0.9773692488670349,1,1,0.9789456725120544,7
84,84,0.9651572108268738,1,1,0.9675149321556091,2
85,85,0.9173189997673035,0,1,0.9402239918708801,7
86,86,0.9591572284698486,1,1,0.9678539633750916,2
87,87,0.8938806056976318,1,1,0.9318546652793884,7
88,88,0.9677687883377075,1,1,0.9709672927856445,8
89,89,0.9851518273353577,1,1,0.9860425591468811,9
90,90,0.9720717668533325,1,1,0.9756706953048706,0
91,91,0.9170833230018616,1,1,0.9386219382286072,3
92,92,0.9847858548164368,1,1,0.9856524467468262,8
93,93,0.9339672327041626,1,1,0.9432357549667358,6
94,94,0.7597488164901733,1,1,0.8572994470596313,4
95,95,0.8431440591812134,1,1,0.8891550302505493,6
96,96,0.9353889226913452,1,1,0.9473744034767151,6
97,97,0.9090828895568848,1,1,0.9333712458610535,0
98,98,0.9827868938446045,1,1,0.98329758644104,0
99,99,0.945883572101593,1,1,0.9549763798713684,7
100,100,0.4098033010959625,1,1,0.6578031778335571,4
101,101,0.8625431060791016,1,1,0.8951838612556458,5
102,102,0.96695876121521,1,1,0.9691317677497864,6
103,103,0.9058915972709656,1,1,0.9320416450500488,3
104,104,0.9772059917449951,1,1,0.97849041223526,1
105,105,0.9853833913803101,1,1,0.9860609769821167,1
106,106,0.8475680947303772,1,1,0.9038701057434082,3
107,107,0.9443013072013855,1,1,0.9479875564575195,6
108,108,0.9487003684043884,1,1,0.9598857760429382,8
109,109,0.9768216013908386,1,1,0.9784435033798218,7
110,110,0.6130595803260803,1,1,0.7874008417129517,4
111,111,0.9836719632148743,1,1,0.9852801561355591,0
112,112,0.7384527921676636,1,1,0.8546371459960938,6
113,113,0.9080411791801453,1,1,0.9357120394706726,2
114,114,0.9830531477928162,1,1,0.9848485589027405,1
115,115,0.9564940929412842,1,1,0.9609262943267822,3
116,116,0.9740415215492249,1,1,0.9760714769363403,0
117,117,0.6977737545967102,1,1,0.8036471009254456,4
118,118,0.6511061191558838,0,0,0.46764451265335083,3
119,119,0.4132097065448761,1,0,0.6271759271621704,7
120,120,0.882205605506897,1,1,0.9320444464683533,8
121,121,0.7775317430496216,0,1,0.8796378374099731,7
122,122,0.9648239612579346,1,1,0.9684256911277771,1
123,123,0.9719362854957581,1,1,0.9736018180847168,2
124,124,0.956712007522583,1,1,0.9659121632575989,8
125,125,0.5838574171066284,0,0,0.3424665629863739,8
126,126,0.8421390056610107,1,1,0.8920097947120667,8
127,127,0.844883382320404,1,1,0.876957893371582,3
128,128,0.5683953166007996,0,0,0.6412588953971863,3
129,129,0.9038621187210083,1,1,0.9363559484481812,2
130,130,0.9171127080917358,1,1,0.9209681749343872,4
131,131,0.9832929968833923,1,1,0.9844153523445129,1
132,132,0.9420166015625,1,1,0.9556620121002197,8
133,133,0.9786554574966431,1,1,0.9797877669334412,9
134,134,0.9818859100341797,1,1,0.9830042123794556,1
135,135,0.9376131296157837,1,1,0.9478025436401367,2
136,136,0.9807629585266113,1,1,0.9828723073005676,9
137,137,0.9807649254798889,1,1,0.9829357862472534,7
138,138,0.926893949508667,1,1,0.9406448602676392,2
139,139,0.5019513368606567,1,0,0.6460298895835876,9
140,140,0.7595921158790588,1,1,0.8689948320388794,6
141,141,0.9754701256752014,1,1,0.9774452447891235,5
142,142,0.9609792828559875,1,1,0.9676203727722168,6
143,143,0.9656120538711548,1,1,0.9744834899902344,3
144,144,0.9620013236999512,1,1,0.9704379439353943,8
145,145,0.8824195861816406,1,1,0.9187980890274048,7
146,146,0.9198870062828064,1,1,0.9281187057495117,6
147,147,0.7210946083068848,0,1,0.9135034680366516,5
148,148,0.9070755839347839,1,1,0.9256316423416138,5
149,149,0.9660281538963318,1,1,0.9687033891677856,2
150,150,0.9802927374839783,1,1,0.9815564155578613,8
151,151,0.8570814728736877,1,1,0.9000073075294495,9
152,152,0.86800616979599,1,1,0.9131763577461243,6
153,153,0.8542157411575317,1,1,0.9150180220603943,0
154,154,0.9526569843292236,1,1,0.962668776512146,0
155,155,0.9313867092132568,1,1,0.9511595368385315,5
156,156,0.9195632338523865,1,1,0.9428001642227173,2
157,157,0.9824033975601196,1,1,0.983867883682251,9
158,158,0.8073460459709167,1,1,0.8853316903114319,5
159,159,0.9479230642318726,1,1,0.9510699510574341,4
160,160,0.9858335852622986,1,1,0.9868892431259155,2
161,161,0.9769420027732849,1,1,0.9779767394065857,1
162,162,0.7057565450668335,1,0,0.45447126030921936,6
163,163,0.8183625340461731,1,1,0.8877696990966797,6
164,164,0.9139825105667114,0,1,0.9410915970802307,0
165,165,0.6389991044998169,0,0,0.4809724688529968,2
166,166,0.9597010612487793,1,1,0.968204140663147,8
167,167,0.7117573022842407,1,1,0.8526440262794495,4
168,168,0.9412179589271545,1,1,0.9479575157165527,5
169,169,0.5369837284088135,1,0,0.6050258874893188,0
170,170,0.9731897711753845,1,1,0.9749939441680908,9
171,171,0.784716784954071,1,1,0.8763315081596375,9
172,172,0.859269380569458,1,1,0.9066324830055237,9
173,173,0.9583025574684143,1,1,0.9647743701934814,8
174,174,0.9819034337997437,1,1,0.9831441640853882,9
