,sample_idx,Carmon2019Unlabeled_cifar10_autoaugment_trades4_255_adv_conf4_255,Carmon2019Unlabeled_cifar10_autoaugment_trades4_255_is_acc,Carmon2019Unlabeled_cifar10_autoaugment_trades4_255_is_rob4_255,Carmon2019Unlabeled_cifar10_autoaugment_trades4_255_nat_conf,Carmon2019Unlabeled_cifar10_autoaugment_trades4_255_pred
0,0,0.552593469619751,1,1,0.8364338278770447,3
1,1,0.9676020741462708,1,1,0.9867433309555054,8
2,2,0.5199298858642578,1,0,0.9125880599021912,8
3,3,0.9294012188911438,1,1,0.9619312286376953,0
4,4,0.47952330112457275,1,1,0.9179933071136475,6
5,5,0.9458722472190857,1,1,0.9805851578712463,6
6,6,0.5151523351669312,1,1,0.9161413311958313,1
7,7,0.6166460514068604,1,0,0.6429843306541443,6
8,8,0.5152377486228943,1,1,0.8201018571853638,3
9,9,0.5904581546783447,1,0,0.9493905305862427,1
10,10,0.7336798310279846,1,1,0.9478534460067749,0
11,11,0.9936562180519104,1,1,0.9956632256507874,9
12,12,0.8263421058654785,0,0,0.8157866597175598,3
13,13,0.9966187477111816,1,1,0.997260570526123,7
14,14,0.985693097114563,1,1,0.9908016324043274,9
15,15,0.964840829372406,1,1,0.9856783747673035,8
16,16,0.9702868461608887,1,1,0.9851352572441101,5
17,17,0.975847065448761,1,1,0.9864619374275208,7
18,18,0.7742364406585693,1,1,0.9478338360786438,8
19,19,0.9891812205314636,1,1,0.9924288392066956,6
20,20,0.8789406418800354,1,1,0.9924732446670532,7
21,21,0.9963485598564148,1,1,0.9972418546676636,0
22,22,0.6064934730529785,0,0,0.41883736848831177,0
23,23,0.9981998205184937,1,1,0.9985137581825256,9
24,24,0.870230495929718,1,0,0.6666862964630127,5
25,25,0.7284290790557861,1,1,0.9150853753089905,2
26,26,0.8003613948822021,1,0,0.6842935681343079,4
27,27,0.9783135056495667,1,1,0.9844781160354614,0
28,28,0.950710117816925,1,1,0.9897596836090088,9
29,29,0.9555947184562683,1,1,0.970078706741333,6
30,30,0.6405423879623413,1,1,0.8644569516181946,6
31,31,0.9367558360099792,1,1,0.9675087928771973,5
32,32,0.5601082444190979,1,0,0.8689283132553101,4
33,33,0.5939854979515076,1,1,0.8941876888275146,5
34,34,0.9880698323249817,1,1,0.9925439357757568,9
35,35,0.7646323442459106,1,0,0.6928746700286865,2
36,36,0.876816987991333,1,0,0.47653988003730774,4
37,37,0.8998950123786926,1,0,0.6627116203308105,1
38,38,0.9950646758079529,1,1,0.9967944025993347,9
39,39,0.9651597738265991,1,1,0.9760305881500244,5
40,40,0.9935949444770813,1,1,0.9955708384513855,4
41,41,0.9738888144493103,1,1,0.983278214931488,6
42,42,0.9734904170036316,1,1,0.9831936359405518,5
43,43,0.7551785111427307,1,1,0.9117428064346313,6
44,44,0.911439061164856,1,1,0.9456034302711487,0
45,45,0.995972216129303,1,1,0.9969990253448486,9
46,46,0.6716936826705933,1,1,0.8865354061126709,3
47,47,0.6948983669281006,1,0,0.42609429359436035,9
48,48,0.8355128169059753,1,1,0.9217250943183899,7
49,49,0.56492680311203,1,0,0.8191514611244202,6
50,50,0.929334282875061,1,1,0.992031455039978,9
51,51,0.8599055409431458,1,1,0.9611697196960449,8
52,52,0.7642015218734741,1,0,0.5720444917678833,0
53,53,0.8213921189308167,0,0,0.7121657133102417,5
54,54,0.9925500154495239,1,1,0.9943996071815491,8
55,55,0.85543292760849,1,1,0.9211403727531433,8
56,56,0.603272020816803,1,1,0.956264317035675,7
57,57,0.5220252871513367,1,0,0.9668869972229004,7
58,58,0.7605528235435486,0,0,0.31759199500083923,3
59,59,0.5159336924552917,0,0,0.7318109273910522,3
60,60,0.9818708896636963,1,1,0.9867095351219177,7
61,61,0.8718029260635376,1,0,0.6623358726501465,3
62,62,0.9850112795829773,1,1,0.9880661964416504,6
63,63,0.9684557914733887,0,0,0.5021939873695374,9
64,64,0.8950231671333313,1,1,0.9584169983863831,6
65,65,0.8045011758804321,1,1,0.8961988091468811,2
66,66,0.9751051068305969,1,1,0.9885793924331665,1
67,67,0.9929859042167664,1,1,0.9943258166313171,2
68,68,0.7007495164871216,1,0,0.5127017498016357,3
69,69,0.945000410079956,1,1,0.9874281287193298,7
70,70,0.5570366978645325,1,1,0.855137288570404,2
71,71,0.6050493121147156,1,0,0.9419607520103455,6
72,72,0.959070086479187,1,1,0.9749148488044739,8
73,73,0.9438864588737488,1,1,0.9702127575874329,8
74,74,0.9191379547119141,1,1,0.9880478382110596,0
75,75,0.9607412815093994,1,1,0.9718806743621826,2
76,76,0.9789986610412598,1,1,0.9884812831878662,9
77,77,0.9338743090629578,1,1,0.9635165333747864,3
78,78,0.9377895593643188,1,1,0.9665361642837524,3
79,79,0.9730967879295349,1,1,0.9817312955856323,8
80,80,0.8573867082595825,1,1,0.949509859085083,8
81,81,0.7935117483139038,1,1,0.9251549243927002,1
82,82,0.9916284084320068,1,1,0.9942435622215271,1
83,83,0.9774702787399292,1,1,0.9850207567214966,7
84,84,0.9375272989273071,1,1,0.9664767980575562,2
85,85,0.8974530100822449,0,1,0.9674479961395264,7
86,86,0.9361725449562073,1,1,0.9762405753135681,2
87,87,0.4703560769557953,1,0,0.871887743473053,7
88,88,0.9753010272979736,1,1,0.9816399216651917,8
89,89,0.9939365983009338,1,1,0.9966688752174377,9
90,90,0.9886099100112915,1,1,0.9919809103012085,0
91,91,0.8742242455482483,1,1,0.9196066856384277,3
92,92,0.9854865074157715,1,1,0.9901232123374939,8
93,93,0.9554340839385986,1,1,0.9636895060539246,6
94,94,0.5605539083480835,0,0,0.3389335870742798,5
95,95,0.635037362575531,1,1,0.9372225999832153,6
96,96,0.9744036793708801,1,1,0.9826627969741821,6
97,97,0.40838193893432617,1,1,0.5886274576187134,0
98,98,0.9990112781524658,1,1,0.9991415739059448,0
99,99,0.9967243075370789,1,1,0.997177243232727,7
100,100,0.647221565246582,1,0,0.41100013256073,4
101,101,0.48282158374786377,1,1,0.8766764402389526,5
102,102,0.9868814945220947,1,1,0.9912164211273193,6
103,103,0.9480530023574829,1,1,0.970310389995575,3
104,104,0.99661785364151,1,1,0.9974873065948486,1
