,sample_idx,Carmon2019Unlabeled_cifar10_autoaugment_trades2_255_adv_conf2_255,Carmon2019Unlabeled_cifar10_autoaugment_trades2_255_is_acc,Carmon2019Unlabeled_cifar10_autoaugment_trades2_255_is_rob2_255,Carmon2019Unlabeled_cifar10_autoaugment_trades2_255_nat_conf,Carmon2019Unlabeled_cifar10_autoaugment_trades2_255_pred
0,0,0.8378612399101257,1,1,0.9550055265426636,3
1,1,0.9951778650283813,1,1,0.9959789514541626,8
2,2,0.6962965130805969,1,1,0.9282805919647217,8
3,3,0.9931212067604065,1,1,0.9950437545776367,0
4,4,0.9822161197662354,1,1,0.993059515953064,6
5,5,0.9942567944526672,1,1,0.9962033629417419,6
6,6,0.9827632904052734,1,1,0.9913738369941711,1
7,7,0.6665443181991577,1,1,0.9629391431808472,6
8,8,0.8954174518585205,1,1,0.9705888032913208,3
9,9,0.7567431926727295,1,1,0.9729967713356018,1
10,10,0.9292134046554565,1,1,0.9861403703689575,0
11,11,0.9989854693412781,1,1,0.9991422891616821,9
12,12,0.7999632954597473,1,0,0.7472203969955444,5
13,13,0.9988131523132324,1,1,0.9990122318267822,7
14,14,0.9980241060256958,1,1,0.9984824061393738,9
15,15,0.9968323111534119,1,1,0.9978755712509155,8
16,16,0.9830036163330078,1,1,0.9951725602149963,5
17,17,0.9953485131263733,1,1,0.996896505355835,7
18,18,0.9818516969680786,1,1,0.991228461265564,8
19,19,0.9984834790229797,1,1,0.9987939596176147,6
20,20,0.9909728765487671,1,1,0.9978088736534119,7
21,21,0.9980973601341248,1,1,0.9983245730400085,0
22,22,0.7319111824035645,0,0,0.5770222544670105,0
23,23,0.9993618130683899,1,1,0.9994601607322693,9
24,24,0.6900866031646729,1,1,0.9371002912521362,5
25,25,0.9353436231613159,1,1,0.9802390933036804,2
26,26,0.7085598707199097,1,0,0.3419703543186188,4
27,27,0.9968145489692688,1,1,0.9973819851875305,0
28,28,0.9830501675605774,1,1,0.9937447905540466,9
29,29,0.9962671399116516,1,1,0.9971845746040344,6
30,30,0.956466794013977,1,1,0.9869683384895325,6
31,31,0.9924860000610352,1,1,0.9951894283294678,5
32,32,0.8637625575065613,1,1,0.9722727537155151,4
33,33,0.5950630307197571,1,1,0.9545958042144775,5
34,34,0.9979802966117859,1,1,0.9983828067779541,9
35,35,0.6756172180175781,1,1,0.9272550940513611,2
36,36,0.841171145439148,1,0,0.6261089444160461,4
37,37,0.5224397778511047,0,0,0.8722783923149109,9
38,38,0.9976806640625,1,1,0.9981587529182434,9
39,39,0.9961410164833069,1,1,0.9972876310348511,5
40,40,0.9994220733642578,1,1,0.9995511174201965,4
41,41,0.9987401366233826,1,1,0.999093770980835,6
42,42,0.9951518774032593,1,1,0.9963343143463135,5
43,43,0.989663302898407,1,1,0.9932159781455994,6
44,44,0.9902375340461731,1,1,0.9924650192260742,0
45,45,0.9987884163856506,1,1,0.9989456534385681,9
46,46,0.5380340218544006,1,0,0.8659479022026062,3
47,47,0.4095272421836853,1,0,0.8331949710845947,9
48,48,0.9939249157905579,1,1,0.996099591255188,7
49,49,0.7288682460784912,1,1,0.9798532724380493,6
50,50,0.9906097054481506,1,1,0.9960640072822571,9
51,51,0.9880053400993347,1,1,0.9935476183891296,8
52,52,0.98631751537323,1,1,0.996059775352478,0
53,53,0.8656612634658813,0,0,0.37790820002555847,4
54,54,0.9954870343208313,1,1,0.9961024522781372,8
55,55,0.9849464893341064,1,1,0.9898406863212585,8
