,sample_idx,resnet50_sbb_l_trades2_255_adv_conf2_255,resnet50_sbb_l_trades2_255_is_acc,resnet50_sbb_l_trades2_255_is_rob2_255,resnet50_sbb_l_trades2_255_nat_conf,resnet50_sbb_l_trades2_255_pred
0,0,0.44059619307518005,0,1,0.5355303287506104,4
1,1,0.34966957569122314,0,1,0.4324794411659241,4
2,2,0.9686245322227478,1,1,0.9777222871780396,0
3,3,0.6106330156326294,1,1,0.8244670629501343,0
4,4,0.93779057264328,1,1,0.9495318531990051,0
5,5,0.8185700178146362,1,1,0.8978402018547058,0
6,6,0.9906512498855591,1,1,0.9926095604896545,0
7,7,0.9660162925720215,1,1,0.9736924767494202,0
8,8,0.9754269123077393,1,1,0.9827724099159241,0
9,9,0.9781288504600525,1,1,0.981700599193573,0
10,10,0.9739643931388855,1,1,0.9773917198181152,0
11,11,0.9627212285995483,1,1,0.9725927114486694,0
12,12,0.9957054257392883,1,1,0.9961054921150208,0
13,13,0.7407076954841614,0,1,0.8022168278694153,1
14,14,0.9718180298805237,1,1,0.9808252453804016,0
15,15,0.9866661429405212,1,1,0.988217294216156,0
16,16,0.9385412931442261,0,1,0.9436852931976318,3
17,17,0.9802817106246948,1,1,0.9831921458244324,0
18,18,0.9889408946037292,1,1,0.9895025491714478,0
19,19,0.9884929060935974,1,1,0.9889435768127441,0
20,20,0.990490198135376,1,1,0.9915233850479126,0
21,21,0.988993227481842,1,1,0.9902393817901611,0
22,22,0.9941306710243225,1,1,0.9948514103889465,0
23,23,0.9889256358146667,1,1,0.9896711707115173,0
24,24,0.9885742664337158,1,1,0.9892907738685608,0
25,25,0.8847343921661377,0,1,0.9180793166160583,1
26,26,0.9869233965873718,1,1,0.987958550453186,0
27,27,0.9858801960945129,1,1,0.9865336418151855,0
28,28,0.9921566247940063,1,1,0.9927752017974854,0
29,29,0.9941176176071167,1,1,0.9948011636734009,0
30,30,0.9858847260475159,1,1,0.9868475794792175,0
31,31,0.9888257384300232,1,1,0.9896414875984192,0
32,32,0.9615705609321594,1,1,0.9698770046234131,0
33,33,0.564310610294342,0,1,0.6134821176528931,1
34,34,0.9957407712936401,1,1,0.9960896968841553,0
35,35,0.9794006943702698,1,1,0.9810588955879211,0
36,36,0.9766026139259338,1,1,0.9806259870529175,0
37,37,0.9939471483230591,1,1,0.9945999383926392,0
38,38,0.99237060546875,1,1,0.9928720593452454,0
39,39,0.9904865622520447,1,1,0.9909530878067017,0
40,40,0.9924248456954956,1,1,0.9932045936584473,0
41,41,0.9942558407783508,1,1,0.9949082732200623,0
42,42,0.6404241323471069,0,1,0.7521774768829346,4
43,43,0.9874815344810486,1,1,0.9882441759109497,0
