,sample_idx,label,base_prediction,prediction,linf_radius,l2_radius
0,6659,1,1,1,0.00825204552329752,0.45737478760712336
1,4529,4,3,4,0.0079883160496849,0.442757416479109
2,5519,6,5,6,0.0029043096067799317,0.16097317759530333
3,2523,4,4,4,0.00825204552329752,0.45737478760712336
4,8484,3,3,3,0.007592970060840992,0.4208451176232303
5,9523,5,5,5,0.00825204552329752,0.45737478760712336
6,6509,9,9,9,0.00825204552329752,0.45737478760712336
7,3298,3,9,3,0.0020077547910747067,0.11128106583299929
8,786,3,3,3,0.00825204552329752,0.45737478760712336
9,3876,7,7,7,0.00825204552329752,0.45737478760712336
10,4263,6,6,6,0.00825204552329752,0.45737478760712336
11,63,3,3,3,0.002597594873548413,0.1439733215509217
12,9148,3,5,3,5.161631000969019e-05,0.002860866285952301
13,8116,9,9,9,0.00825204552329752,0.45737478760712336
14,1438,5,5,5,0.00825204552329752,0.45737478760712336
15,1861,3,3,3,0.00825204552329752,0.45737478760712336
16,9700,0,0,0,0.00825204552329752,0.45737478760712336
17,5028,9,9,9,0.00825204552329752,0.45737478760712336
18,4567,4,4,4,0.00825204552329752,0.45737478760712336
19,5700,3,3,3,0.0011994907142116984,0.06648252352709573
20,5749,5,3,3,0.0071266595016474185,0.39499956304309836
21,7072,8,8,8,0.00825204552329752,0.45737478760712336
22,9224,6,6,6,0.00825204552329752,0.45737478760712336
23,48,7,7,7,0.00825204552329752,0.45737478760712336
24,7731,1,1,1,0.00825204552329752,0.45737478760712336
25,5788,0,0,0,0.00825204552329752,0.45737478760712336
26,330,1,1,1,0.00825204552329752,0.45737478760712336
27,4153,0,0,0,0.00825204552329752,0.45737478760712336
28,1827,4,4,4,0.00825204552329752,0.45737478760712336
29,7334,5,5,5,0.00825204552329752,0.45737478760712336
30,6159,1,1,1,0.00825204552329752,0.45737478760712336
31,844,1,1,1,0.00825204552329752,0.45737478760712336
32,395,6,6,6,0.00825204552329752,0.45737478760712336
33,8768,2,2,2,0.00825204552329752,0.45737478760712336
34,8669,4,4,4,0.00825204552329752,0.45737478760712336
35,4678,9,9,9,0.0044318277740867705,0.24563682800362144
36,2892,0,0,0,0.00825204552329752,0.45737478760712336
37,2215,0,0,0,0.00825204552329752,0.45737478760712336
38,4760,3,0,3,0.006115971887219419,0.3389815694824622
39,4367,0,0,0,0.008095446707312787,0.44869520022502146
40,9896,4,4,4,0.00825204552329752,0.45737478760712336
41,9291,8,8,8,0.00825204552329752,0.45737478760712336
42,4566,8,8,8,0.00825204552329752,0.45737478760712336
43,9399,7,7,7,0.00825204552329752,0.45737478760712336
44,7767,9,9,9,0.00825204552329752,0.45737478760712336
45,5684,7,7,4,0.0013303555890048374,0.07373579111326713
46,8140,5,5,5,0.0017861501754853535,0.09899849132443835
47,3629,1,1,1,0.00825204552329752,0.45737478760712336
48,2923,3,3,3,0.00825204552329752,0.45737478760712336
49,1508,8,8,8,0.00825204552329752,0.45737478760712336
50,4792,0,0,0,0.0029878246460349218,0.1656020509132474
51,7000,2,8,2,0.00018322283427911292,0.010155240258502275
52,9917,2,2,2,0.00825204552329752,0.45737478760712336
53,7615,5,5,5,0.00825204552329752,0.45737478760712336
54,9924,4,0,4,0.002610273196391893,0.14467602552915113
55,987,1,1,1,0.00825204552329752,0.45737478760712336
56,3684,9,9,9,0.00825204552329752,0.45737478760712336
57,1900,8,8,8,0.00825204552329752,0.45737478760712336
58,8194,1,1,1,0.00825204552329752,0.45737478760712336
59,3692,4,4,4,0.00825204552329752,0.45737478760712336
60,1077,0,0,0,0.00825204552329752,0.45737478760712336
61,4691,2,2,2,0.00825204552329752,0.45737478760712336
62,3497,0,4,1,0.002101177315658645,0.11645906772582279
63,6014,5,5,7,0.001980408234121402,0.10976536579923289
64,2509,2,2,2,0.007356022794930796,0.4077121671185585
65,617,6,6,6,0.00825204552329752,0.45737478760712336
66,666,9,9,9,0.00825204552329752,0.45737478760712336
67,389,5,5,5,0.00825204552329752,0.45737478760712336
68,6946,6,3,6,0.00767531632875661,0.42540921105822327
69,1916,9,9,9,0.00825204552329752,0.45737478760712336
70,779,5,5,5,0.002915038166449472,0.161567814729373
71,1984,7,7,7,0.00825204552329752,0.45737478760712336
72,265,8,8,8,0.00825204552329752,0.45737478760712336
73,7556,2,2,2,0.004076017152020153,0.22591580159427524
74,2021,8,8,8,0.00825204552329752,0.45737478760712336
75,736,1,1,1,0.00825204552329752,0.45737478760712336
76,8516,8,8,8,0.00825204552329752,0.45737478760712336
77,2168,5,5,5,0.00746088232522267,0.41352407221050524
78,4761,9,9,9,0.00825204552329752,0.45737478760712336
79,7379,7,7,7,0.00825204552329752,0.45737478760712336
80,3565,1,1,1,0.00825204552329752,0.45737478760712336
81,6442,6,2,6,0.007380336415784444,0.40905976477086203
82,3950,8,8,8,0.00825204552329752,0.45737478760712336
83,1751,1,1,1,0.00825204552329752,0.45737478760712336
84,7654,4,4,4,0.00825204552329752,0.45737478760712336
85,812,7,7,7,0.00825204552329752,0.45737478760712336
86,8513,9,9,9,0.00825204552329752,0.45737478760712336
87,8761,0,0,0,0.007248664303213347,0.40176175552564386
88,6219,7,7,7,0.007904624668802738,0.4381187693161168
89,486,9,9,9,0.00825204552329752,0.45737478760712336
90,3524,5,5,5,0.0007296514499206199,0.040441388258521976
91,4954,1,1,1,0.00825204552329752,0.45737478760712336
92,9193,0,0,0,0.007405825808992988,0.4104725303417836
93,8830,9,9,9,0.00825204552329752,0.45737478760712336
94,7312,2,2,2,0.00825204552329752,0.45737478760712336
95,7745,7,7,7,0.00825204552329752,0.45737478760712336
96,166,8,8,8,0.00825204552329752,0.45737478760712336
97,5403,7,7,7,0.00825204552329752,0.45737478760712336
98,2321,2,2,2,0.00825204552329752,0.45737478760712336
99,3003,2,2,2,0.00825204552329752,0.45737478760712336
100,1147,6,6,6,0.001353425596720197,0.07501446072907542
101,9773,9,9,9,0.00825204552329752,0.45737478760712336
102,5316,4,4,4,0.00825204552329752,0.45737478760712336
103,799,2,2,2,0.005146096191718211,0.28522560207016484
104,493,1,1,1,0.00825204552329752,0.45737478760712336
105,2000,1,1,1,0.00825204552329752,0.45737478760712336
106,5292,4,5,4,7.426238595257292e-05,0.004116039217956658
107,5745,5,5,5,0.006647103831947038,0.36841988992377744
108,7297,9,9,9,0.00825204552329752,0.45737478760712336
109,7146,0,0,0,0.004790775029412811,0.2655317042744087
110,5191,3,5,3,0.006272024605269194,0.34763088904474804
