,sample_idx,Rebuffi2021Fixing_28_10_cutmix_ddpm_cifar100_trades1_255_adv_conf1_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_cifar100_trades1_255_is_acc,Rebuffi2021Fixing_28_10_cutmix_ddpm_cifar100_trades1_255_is_rob1_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_cifar100_trades1_255_nat_conf,Rebuffi2021Fixing_28_10_cutmix_ddpm_cifar100_trades1_255_pred
0,0,0.6841330528259277,0,0,0.5972970724105835,11
1,1,0.796650767326355,0,0,0.7964897155761719,96
2,2,0.6743806004524231,0,0,0.6158866286277771,44
3,3,0.9114213585853577,1,1,0.9815389513969421,51
4,4,0.9997527003288269,1,1,0.9998090863227844,71
5,5,0.8097520470619202,0,0,0.5182305574417114,6
6,6,0.49724435806274414,1,0,0.2582181692123413,15
7,7,0.6472028493881226,0,0,0.42234525084495544,75
8,8,0.657958447933197,0,1,0.8751347661018372,71
9,9,0.9789581298828125,0,1,0.9910276532173157,57
10,10,0.4176426827907562,0,1,0.5418885946273804,12
11,11,0.973336935043335,1,1,0.9961065649986267,75
12,12,0.8660348057746887,1,1,0.9356767535209656,81
13,13,0.9998447895050049,1,1,0.9998750686645508,69
14,14,0.9998175501823425,1,1,0.9998409748077393,40
15,15,0.9985600113868713,1,1,0.9995023012161255,43
16,16,0.9994801878929138,1,1,0.9996603727340698,92
17,17,0.9960198998451233,1,1,0.9990639090538025,97
18,18,0.9998462200164795,1,1,0.9998764991760254,70
19,19,0.9999290704727173,1,1,0.9999526739120483,53
20,20,0.9998040795326233,1,1,0.9998459815979004,70
21,21,0.9999836683273315,1,1,0.9999916553497314,49
22,22,0.986500084400177,1,1,0.9908455014228821,75
23,23,0.6908784508705139,0,0,0.23104454576969147,31
24,24,0.9965190887451172,1,1,0.998193085193634,21
25,25,0.9999699592590332,1,1,0.9999812841415405,16
26,26,0.9999779462814331,1,1,0.9999834299087524,39
27,27,0.999977707862854,1,1,0.9999847412109375,8
28,28,0.9987093210220337,1,1,0.9992462396621704,8
29,29,0.7378929257392883,0,1,0.8448562622070312,45
30,30,0.9998317956924438,1,1,0.9998606443405151,20
31,31,0.45781219005584717,1,0,0.7105934619903564,61
32,32,0.9998891353607178,1,1,0.9999145269393921,41
33,33,0.7968217730522156,0,0,0.5280423760414124,73
34,34,0.9989107847213745,1,1,0.9998190999031067,56
35,35,0.6923291683197021,0,0,0.32963013648986816,27
36,36,0.9941694736480713,1,1,0.997225821018219,58
37,37,0.5756335854530334,0,0,0.7281107902526855,35
38,38,0.999248206615448,1,1,0.9997320771217346,25
39,39,0.9604594707489014,1,1,0.9878541827201843,37
40,40,0.7808383703231812,1,1,0.9803010821342468,63
41,41,0.328869491815567,1,0,0.36348670721054077,24
42,42,0.605562150478363,1,0,0.6486588716506958,49
43,43,0.49792706966400146,0,0,0.742394745349884,30
44,44,0.9999638795852661,1,1,0.9999725818634033,56
45,45,0.9999409914016724,1,1,0.9999524354934692,22
46,46,0.9930534958839417,1,1,0.9981132745742798,41
47,47,0.9999905824661255,1,1,0.9999926090240479,58
48,48,0.999701201915741,1,1,0.9998487234115601,75
49,49,0.9903188943862915,1,1,0.9973395466804504,17
50,50,0.9976242184638977,1,1,0.9994876384735107,4
51,51,0.9846279621124268,1,1,0.996390163898468,6
52,52,0.9997325539588928,1,1,0.9997767806053162,9
53,53,0.9594521522521973,1,1,0.9800121188163757,57
54,54,0.6166927218437195,1,1,0.8202857375144958,2
55,55,0.9767581224441528,1,1,0.9968665242195129,32
56,56,0.9998865127563477,1,1,0.9999409914016724,71
57,57,0.9738219976425171,1,1,0.9926281571388245,52
58,58,0.9998923540115356,1,1,0.9999520778656006,42
59,59,0.9999948740005493,1,1,0.9999978542327881,69
60,60,0.7444514036178589,0,1,0.8711678981781006,99
61,61,0.9814451336860657,1,1,0.9961856007575989,27
62,62,0.8606220483779907,0,1,0.9685420989990234,31
63,63,0.5206546783447266,1,1,0.9349591732025146,65
64,64,0.6284157037734985,0,0,0.6230979561805725,62
65,65,0.6365671753883362,0,1,0.8476918935775757,98
66,66,0.9993199110031128,1,1,0.9996967315673828,43
67,67,0.9821165204048157,1,1,0.9924282431602478,82
68,68,0.9996647834777832,1,1,0.9997597336769104,63
69,69,0.4250352084636688,1,1,0.5731303691864014,92
70,70,0.758267343044281,1,1,0.9750524163246155,66
71,71,0.5573281049728394,1,0,0.4274230897426605,90
72,72,0.39975038170814514,1,0,0.18162257969379425,67
73,73,0.9996700286865234,1,1,0.9998021721839905,91
74,74,0.922980010509491,0,1,0.9760205745697021,67
75,75,0.9999434947967529,1,1,0.9999587535858154,32
76,76,0.9998455047607422,1,1,0.9998760223388672,82
77,77,0.44649404287338257,1,0,0.5802605152130127,10
78,78,0.9980570673942566,1,1,0.9992196559906006,77
79,79,0.9725512862205505,0,1,0.9804651737213135,61
80,80,0.9999120235443115,1,1,0.9999570846557617,71
81,81,0.9350231885910034,1,1,0.975364089012146,78
82,82,0.999536395072937,1,1,0.9997417330741882,54
83,83,0.9632000923156738,1,1,0.9840531349182129,6
84,84,0.9996979236602783,1,1,0.9998607635498047,29
85,85,0.9999868869781494,1,1,0.9999942779541016,89
86,86,0.9623284935951233,0,1,0.9692986607551575,99
87,87,0.37874531745910645,0,0,0.1808081418275833,89
88,88,0.5099778175354004,0,0,0.4293854534626007,35
89,89,0.7279333472251892,0,1,0.9690653681755066,73
90,90,0.6055414080619812,1,1,0.7999027371406555,22
91,91,0.9999654293060303,1,1,0.9999768733978271,18
92,92,0.6281531453132629,1,1,0.9129182696342468,27
93,93,0.9999126195907593,1,1,0.9999539852142334,21
94,94,0.7452763915061951,1,1,0.909801185131073,13
95,95,0.9995490908622742,1,1,0.9999279975891113,21
96,96,0.5001528859138489,0,0,0.2556295692920685,32
97,97,0.9925906658172607,1,1,0.9981533885002136,75
98,98,0.7528097033500671,0,1,0.9146358966827393,68
99,99,0.34100180864334106,0,0,0.193928524851799,29
100,100,0.9825735688209534,1,1,0.9944118857383728,26
