,sample_idx,resnet50_mtsd_l_trades2_255_adv_conf2_255,resnet50_mtsd_l_trades2_255_is_acc,resnet50_mtsd_l_trades2_255_is_rob2_255,resnet50_mtsd_l_trades2_255_nat_conf,resnet50_mtsd_l_trades2_255_pred
0,0,0.49628040194511414,0,0,0.4481995701789856,14
1,1,0.9913970232009888,1,1,0.992708683013916,1
2,2,0.5296187400817871,1,0,0.5747300982475281,1
3,3,0.9852756261825562,1,1,0.9885778427124023,1
4,4,0.8714048862457275,1,1,0.9305408596992493,1
5,5,0.9801141619682312,1,1,0.9826892614364624,1
6,6,0.9732187986373901,1,1,0.9751169085502625,1
7,7,0.989628791809082,1,1,0.9905656576156616,1
8,8,0.9645057320594788,1,1,0.9816907048225403,1
9,9,0.8824294209480286,1,1,0.9194914698600769,1
10,10,0.9861423373222351,1,1,0.9873817563056946,1
11,11,0.9356346130371094,1,1,0.9608715772628784,1
12,12,0.9186114072799683,1,1,0.9481761455535889,1
13,13,0.9809139370918274,1,1,0.9875598549842834,1
14,14,0.748748242855072,1,1,0.8573886156082153,1
15,15,0.9859391450881958,1,1,0.9880293011665344,1
16,16,0.9771705865859985,1,1,0.9869036674499512,2
17,17,0.8512575030326843,1,1,0.9251328706741333,2
18,18,0.5926846861839294,1,1,0.7484160661697388,2
19,19,0.35363340377807617,1,1,0.5275846719741821,2
20,20,0.9976859092712402,1,1,0.9977623224258423,3
21,21,0.8724251985549927,1,1,0.8937017321586609,3
22,22,0.9690057039260864,1,1,0.9793816804885864,3
23,23,0.997623860836029,1,1,0.9977990984916687,3
24,24,0.9891389012336731,1,1,0.9909929633140564,3
25,25,0.958643913269043,1,1,0.9651721119880676,3
26,26,0.9806626439094543,1,1,0.9855970740318298,3
27,27,0.9813552498817444,1,1,0.983772337436676,3
28,28,0.9936099648475647,1,1,0.993992269039154,3
29,29,0.9407916069030762,1,1,0.9543421268463135,3
30,30,0.9967448711395264,1,1,0.9969682097434998,3
31,31,0.9816489815711975,1,1,0.9843115210533142,3
32,32,0.9832157492637634,1,1,0.985030472278595,3
33,33,0.9954484105110168,1,1,0.9960116147994995,3
34,34,0.9847084283828735,1,1,0.985460102558136,3
