,sample_idx,resnet50_sbb_l_stdaug_trades2_255_adv_conf2_255,resnet50_sbb_l_stdaug_trades2_255_is_acc,resnet50_sbb_l_stdaug_trades2_255_is_rob2_255,resnet50_sbb_l_stdaug_trades2_255_nat_conf,resnet50_sbb_l_stdaug_trades2_255_pred
0,0,0.4553060531616211,0,0,0.43999117612838745,4
1,1,0.3312205970287323,0,0,0.38120895624160767,4
2,2,0.97801673412323,1,1,0.9846301674842834,0
3,3,0.6046441793441772,1,1,0.8258960247039795,0
4,4,0.9546536207199097,1,1,0.9633463621139526,0
5,5,0.8266880512237549,1,1,0.9006322622299194,0
6,6,0.9926146268844604,1,1,0.9943271279335022,0
7,7,0.96344393491745,1,1,0.9728761315345764,0
8,8,0.9722626209259033,1,1,0.9825313687324524,0
9,9,0.9802942276000977,1,1,0.9840054512023926,0
10,10,0.9713294506072998,1,1,0.9757815003395081,0
11,11,0.9614123106002808,1,1,0.9715738892555237,0
12,12,0.9978830218315125,1,1,0.9981960654258728,0
13,13,0.7459772825241089,0,1,0.8093584775924683,1
14,14,0.9674543738365173,1,1,0.9777892231941223,0
15,15,0.9859691858291626,1,1,0.9882636070251465,0
16,16,0.911234974861145,0,1,0.9166979193687439,3
17,17,0.9816824197769165,1,1,0.9844933748245239,0
18,18,0.9882384538650513,1,1,0.9888490438461304,0
19,19,0.9882678389549255,1,1,0.988810658454895,0
20,20,0.9897524118423462,1,1,0.9907897710800171,0
21,21,0.9919058084487915,1,1,0.9929950833320618,0
22,22,0.9948741793632507,1,1,0.9958490133285522,0
23,23,0.9893574118614197,1,1,0.9901241660118103,0
24,24,0.9892215728759766,1,1,0.990152895450592,0
25,25,0.8644103407859802,0,1,0.9044704437255859,1
26,26,0.9896638989448547,1,1,0.9908261895179749,0
27,27,0.9841907620429993,1,1,0.9850885272026062,0
28,28,0.9926400184631348,1,1,0.9933695793151855,0
29,29,0.9968857169151306,1,1,0.9973287582397461,0
30,30,0.984446108341217,1,1,0.9856112003326416,0
31,31,0.9897236824035645,1,1,0.9903548955917358,0
32,32,0.9862499237060547,1,1,0.9890416264533997,0
33,33,0.5250455737113953,0,1,0.578850507736206,1
34,34,0.9967435002326965,1,1,0.9970441460609436,0
35,35,0.9798198342323303,1,1,0.9825467467308044,0
36,36,0.9790869951248169,1,1,0.9840766787528992,0
37,37,0.9951927661895752,1,1,0.9958688020706177,0
38,38,0.993449866771698,1,1,0.9938303828239441,0
39,39,0.9898737668991089,1,1,0.9905034303665161,0
40,40,0.9925122261047363,1,1,0.9934446811676025,0
41,41,0.9963181018829346,1,1,0.9968346953392029,0
42,42,0.6488415002822876,0,1,0.7442748546600342,4
43,43,0.9870488047599792,1,1,0.9881916642189026,0
44,44,0.9811637997627258,1,1,0.9854815602302551,0
45,45,0.9551429748535156,1,1,0.9666252732276917,0
46,46,0.9246659278869629,1,1,0.9512693285942078,0
47,47,0.9967840909957886,1,1,0.9978026747703552,0
48,48,0.9303624033927917,1,1,0.953615665435791,0
49,49,0.9943735599517822,1,1,0.995051920413971,0
50,50,0.985819935798645,1,1,0.9877873063087463,0
51,51,0.9412859082221985,1,1,0.9544023871421814,0
52,52,0.9877198338508606,1,1,0.9891306161880493,0
53,53,0.9912883043289185,1,1,0.9920061230659485,0
54,54,0.9563693404197693,1,1,0.966704249382019,0
55,55,0.9933399558067322,1,1,0.9940955638885498,0
56,56,0.9852747917175293,1,1,0.9873600602149963,0
57,57,0.9777845144271851,1,1,0.9828386902809143,0
58,58,0.9858161211013794,1,1,0.9876993894577026,0
59,59,0.985548198223114,1,1,0.9878351092338562,0
60,60,0.9945396780967712,1,1,0.9953638315200806,0
61,61,0.9896448850631714,1,1,0.9905745387077332,0
62,62,0.9767010807991028,1,1,0.9784502387046814,0
63,63,0.9721285700798035,1,1,0.980026125907898,0
64,64,0.511491060256958,0,0,0.5384541153907776,4
65,65,0.9778977036476135,1,1,0.9817205667495728,0
66,66,0.6014333367347717,1,1,0.8877888917922974,0
67,67,0.4297306537628174,1,0,0.6112827062606812,0
68,68,0.953325629234314,1,1,0.9646323919296265,0
69,69,0.9838907122612,1,1,0.9856516122817993,0
70,70,0.9873030185699463,1,1,0.9883221983909607,0
71,71,0.996224045753479,1,1,0.9968535304069519,0
72,72,0.9729242324829102,1,1,0.9763714075088501,0
73,73,0.9862039089202881,1,1,0.9878915548324585,0
74,74,0.9605523347854614,1,1,0.9665930867195129,0
75,75,0.8499718308448792,0,1,0.9302990436553955,1
76,76,0.9714638590812683,1,1,0.9773393273353577,0
77,77,0.9866747260093689,1,1,0.9889662861824036,0
78,78,0.990161657333374,1,1,0.9908381104469299,0
79,79,0.9928348064422607,1,1,0.9937276840209961,0
80,80,0.9861014485359192,1,1,0.987337589263916,0
81,81,0.9849242568016052,1,1,0.9882150888442993,0
82,82,0.9934875965118408,1,1,0.9939523339271545,0
83,83,0.8965739607810974,0,1,0.9206690788269043,3
84,84,0.5519514083862305,0,1,0.6786688566207886,3
85,85,0.9861548542976379,1,1,0.988728404045105,0
86,86,0.9488394260406494,1,1,0.9623422026634216,0
87,87,0.9843177795410156,1,1,0.9872081875801086,0
88,88,0.9756889939308167,1,1,0.9814676642417908,0
89,89,0.9737018346786499,1,1,0.9778180122375488,0
90,90,0.972497284412384,1,1,0.9747473001480103,0
91,91,0.8656256794929504,1,1,0.9061168432235718,0
92,92,0.8116350769996643,1,1,0.9068500995635986,0
93,93,0.9877381324768066,1,1,0.9898499250411987,0
94,94,0.9786074161529541,1,1,0.9833826422691345,0
95,95,0.9959898591041565,1,1,0.9964573979377747,0
96,96,0.9940390586853027,1,1,0.9954100251197815,0
97,97,0.9692549705505371,1,1,0.980837881565094,0
98,98,0.9949729442596436,1,1,0.995402455329895,0
99,99,0.9769758582115173,1,1,0.9819523692131042,0
100,100,0.9896843433380127,1,1,0.99118971824646,0
101,101,0.9819549918174744,1,1,0.9850161075592041,0
102,102,0.9645648002624512,1,1,0.9793974757194519,0
103,103,0.9756710529327393,1,1,0.9803146123886108,0
104,104,0.9726553559303284,1,1,0.9766114354133606,1
105,105,0.8517797589302063,1,1,0.9079201221466064,1
106,106,0.9082536697387695,1,1,0.9266589283943176,1
107,107,0.932096540927887,1,1,0.9570852518081665,1
108,108,0.8481534123420715,1,1,0.9100521802902222,1
109,109,0.9402419924736023,1,1,0.9697160124778748,1
110,110,0.9794638156890869,1,1,0.9821088314056396,1
111,111,0.9717393517494202,1,1,0.9808087348937988,1
112,112,0.9781110286712646,1,1,0.9821407794952393,1
113,113,0.9473540782928467,1,1,0.9656187295913696,1
114,114,0.9835530519485474,1,1,0.9867009520530701,1
115,115,0.9151031970977783,1,1,0.960489809513092,1
116,116,0.9181954860687256,1,1,0.9452009201049805,1
117,117,0.908745288848877,1,1,0.9523152709007263,1
118,118,0.7409750819206238,1,1,0.849114179611206,1
119,119,0.9695879220962524,1,1,0.982045590877533,1
120,120,0.8722950220108032,1,1,0.9347371459007263,1
121,121,0.905105471611023,1,1,0.9277569055557251,1
122,122,0.9718771576881409,1,1,0.9799317717552185,1
123,123,0.9797637462615967,1,1,0.9876850843429565,1
124,124,0.8070478439331055,1,1,0.8886398077011108,1
125,125,0.9811798334121704,1,1,0.9865624308586121,1
126,126,0.9584336280822754,1,1,0.9752709865570068,1
127,127,0.9852226376533508,1,1,0.9889283180236816,1
128,128,0.941938042640686,1,1,0.9665145874023438,1
129,129,0.5174638628959656,1,0,0.7148217558860779,1
130,130,0.9803882837295532,1,1,0.9847692251205444,1
131,131,0.9348378777503967,1,1,0.9539858102798462,1
132,132,0.9614500999450684,1,1,0.971871554851532,1
133,133,0.4178062975406647,0,0,0.3979261517524719,3
134,134,0.6456435322761536,1,1,0.7996897101402283,1
135,135,0.8722900152206421,1,1,0.9389182925224304,1
136,136,0.892268717288971,1,1,0.9241659641265869,1
137,137,0.9602696299552917,1,1,0.9676980972290039,1
138,138,0.9743624925613403,1,1,0.9829896688461304,1
139,139,0.7611101865768433,1,1,0.8387288451194763,1
140,140,0.9743561148643494,1,1,0.9847432374954224,1
141,141,0.9882474541664124,1,1,0.9902424216270447,1
142,142,0.9314605593681335,1,1,0.9538161754608154,1
143,143,0.9529975056648254,1,1,0.9684865474700928,1
144,144,0.9840811491012573,1,1,0.9880914688110352,1
145,145,0.9479310512542725,1,1,0.9574346542358398,1
146,146,0.9049907326698303,1,1,0.9388934969902039,1
147,147,0.6833903193473816,1,1,0.7936962842941284,1
148,148,0.9917442202568054,1,1,0.9937540888786316,1
149,149,0.9718989133834839,1,1,0.9847787022590637,1
150,150,0.9024260640144348,1,1,0.9497570991516113,1
151,151,0.868341863155365,1,1,0.928447425365448,1
152,152,0.9884678721427917,1,1,0.9916731715202332,1
153,153,0.9853149652481079,1,1,0.9887502789497375,1
154,154,0.9269384741783142,1,1,0.9410926103591919,1
155,155,0.8088122010231018,1,1,0.8718887567520142,1
156,156,0.9386720657348633,1,1,0.9531762003898621,1
157,157,0.9432665109634399,1,1,0.9523622989654541,1
158,158,0.9806299805641174,1,1,0.9855970740318298,1
159,159,0.9530906081199646,1,1,0.9683248400688171,1
160,160,0.9230166673660278,1,1,0.946931779384613,1
161,161,0.9619126915931702,1,1,0.9813482761383057,1
162,162,0.5128829479217529,0,0,0.455302357673645,3
163,163,0.9633152484893799,1,1,0.9743791222572327,1
164,164,0.8696731328964233,1,1,0.9280197620391846,1
165,165,0.7322424054145813,1,1,0.863327145576477,1
166,166,0.48002856969833374,1,1,0.7553364634513855,1
167,167,0.9860813617706299,1,1,0.9889261722564697,1
168,168,0.8217969536781311,1,1,0.9121556282043457,1
169,169,0.8254926204681396,1,1,0.9198092818260193,1
170,170,0.9027103185653687,1,1,0.9549188613891602,1
171,171,0.9570645689964294,1,1,0.9664403796195984,1
172,172,0.7131954431533813,1,1,0.8883810043334961,1
173,173,0.9714165329933167,1,1,0.9817646145820618,1
174,174,0.976293683052063,1,1,0.9805904626846313,1
175,175,0.5627781748771667,1,1,0.7737138867378235,1
176,176,0.9381759166717529,1,1,0.9543998837471008,1
177,177,0.936424195766449,1,1,0.9567680358886719,1
178,178,0.9260385036468506,1,1,0.9560501575469971,1
179,179,0.8911166787147522,1,1,0.9376482367515564,1
180,180,0.9631016850471497,1,1,0.970845639705658,1
181,181,0.4799592196941376,1,0,0.6402174830436707,1
182,182,0.9799625873565674,1,1,0.9837549328804016,1
183,183,0.8056023716926575,1,1,0.8596661686897278,1
184,184,0.8974123001098633,1,1,0.9498448371887207,1
